0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,0.1228812,0.043267597,0.011192458,0.1555581,0.068821006,0.0,0.0,0.0,0.0,0.0,0.11581741,0.08922374,0.0,0.09670439,0.0,0.14475176,0.0,0.15178227,0.0,0.0,0.0,0.0
0.20487522,0.0,0.026934247,0.0,0.17075475,0.04851304,0.0,0.0,0.0,0.0,0.0,0.099332765,0.08130106,0.0,0.08140874,0.0,0.13010097,0.0,0.15677923,0.0,0.0,0.0,0.0
0.18424913,0.0965123,0.0,0.0,0.15934229,0.046783537,0.0,0.0,0.0,0.0,0.0,0.09299744,0.0730794,0.0,0.07599813,0.0,0.1323227,0.0,0.13871509,0.0,0.0,0.0,0.0
0.2492353,0.17308904,0.010075771,0.0,0.19886371,0.07003736,0.0,0.0,0.0,0.0,0.0,0.017324265,0.030302092,0.04107255,0.029775938,0.0,0.041168764,0.030033324,0.10902182,0.0,0.0,0.0,0.0
0.21465598,0.1488032,0.038631942,0.0,0.0,0.07497638,0.0,0.0,0.0,0.0,0.0,0.09354618,0.069613956,0.0,0.07008414,0.0,0.12598023,0.00067944225,0.16302855,0.0,0.0,0.0,0.0
0.04506993,0.036373176,0.002142937,0.059219494,0.013449481,0.0,0.025975341,0.116142355,0.0,0.0,0.0,0.10022066,0.08398695,0.0,0.08131484,0.0,0.11685236,0.0,0.027740102,0.07373154,0.076970704,0.08128324,0.059526917
0.0,0.0,0.0,0.0,0.0,0.12979437,0.0,0.0,0.33686054,0.0,0.19076017,0.0,0.0,0.056794606,0.0,0.0,0.0,0.28579035,0.0,0.0,0.0,0.0,0.0
0.032803807,0.023517318,0.010004311,0.09673279,0.02702084,0.029778069,0.0,0.0,0.0,0.02297623,0.04994835,0.055304717,0.0710484,0.0,0.08087286,0.012854852,0.05535881,0.0,0.029756004,0.082693934,0.12094414,0.09905302,0.099331565
0.019892974,0.09359951,0.18494496,0.0015784758,0.0,0.18305162,0.087629914,0.028935798,0.0,0.0,0.0,0.014514535,0.0,0.13202949,0.0,0.0,0.0,0.25382262,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0028286758,0.0,0.0,0.22787733,0.0,0.11182156,0.07109324,0.0,0.0,0.0,0.0,0.0,0.013273521,0.0,0.05724544,0.0,0.31109446,0.06510601,0.049138304,0.09052143
0.064772375,0.0764038,0.0003850663,0.056252383,0.04700149,0.13491933,0.0,0.09697348,0.0,0.0,0.0,0.0,0.08894526,0.0,0.105329186,0.0,0.1479483,0.0,0.082113616,0.0,0.049016092,0.049939685,0.0
0.2214502,0.16081315,0.029288951,0.00016783953,0.17016199,0.08331885,0.0,0.0,0.0076546185,0.0,0.0,0.016600981,0.0,0.060937528,0.027216708,0.0,0.04869198,0.07018636,0.10351099,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21288386,0.15528041,0.038157992,0.0,0.17440568,0.07774835,0.0,0.0,0.0,0.0,0.0,0.029110195,0.033760674,0.045152817,0.0,0.0,0.057123974,0.055615768,0.12076025,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22833008,0.16311204,0.0506729,0.0,0.17796966,0.06958134,0.0,0.0,0.0,0.0,0.0,0.026470542,0.045302417,0.04632019,0.040262017,0.0,0.0,0.04712422,0.10485457,0.0,0.0,0.0,0.0
0.065511644,0.12824251,0.20881604,0.0,0.0,0.12071535,0.0,0.0,0.31935942,0.0,0.0,0.0,0.0,0.157355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23287414,0.15901832,0.034198314,0.0,0.19197139,0.073205695,0.0,0.0,0.0,0.0,0.0,0.075890034,0.061720748,0.0,0.057887122,0.0,0.10944153,0.003792691,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036872927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34158057,0.15615265,0.4653939
0.05564645,0.052225735,0.04423984,0.08946553,0.06380993,0.038010173,0.0,0.052882396,0.016573017,0.006684142,0.012041776,0.051467806,0.07096897,0.0,0.071609125,0.01155077,0.03611932,0.0,0.0664158,0.06315236,0.0,0.10266919,0.09446763
0.041013885,0.04242305,0.053838655,0.12837407,0.043559782,0.038029782,0.0,0.059057735,0.043064836,0.044807103,0.028585237,0.034055073,0.03985412,0.0,0.050756454,0.04323272,0.018398449,0.0,0.04804957,0.078258194,0.10217576,0.0,0.06246548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012923514,0.08311863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39418402,0.3500832,0.15969054,0.0
