0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0071052867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028064,0.0,0.0,0.0,0.3626355,0.012765724,0.0,0.0,0.0,0.0,0.0,0.0,0.41468716
0.082095385,0.0,0.0,0.06456978,0.0,0.025871456,0.066433765,0.081633024,0.08187667,0.099956974,0.0,0.056449674,0.0,0.028818686,0.028386721,0.0,0.0,0.053923134,0.0,0.0,0.07390602,0.0177547,0.16254465,0.0,0.0757793
0.011618765,0.0,0.0,0.20839198,0.07299255,0.06501121,0.0,0.041099567,0.0,0.0,0.0,0.02077876,0.11570351,0.0,0.038337473,0.004673491,0.1100075,0.052101884,0.010640689,0.0,0.10284393,0.0,0.0,0.0,0.1457987
0.017828234,0.0,0.10317998,0.0,0.06919244,0.074185655,0.0,0.032572042,0.056561895,0.0,0.0,0.0,0.099651806,0.0,0.03523102,0.018327681,0.10712128,0.108392864,0.0,0.0,0.11209859,0.0,0.0,0.0,0.1656566
0.0154199125,0.0,0.10338454,0.18275368,0.0,0.073011324,0.0,0.08309771,0.0,0.0,0.0,0.016324244,0.10336281,0.0,0.03669864,0.0,0.105264835,0.059681483,0.012131439,0.0,0.08395532,0.0,0.0,0.0,0.12491415
0.0,0.0,0.13549685,0.2312088,0.13322204,0.0,0.0,0.12327792,0.0,0.0,0.0,0.023034913,0.047776747,0.0,0.028827727,0.03811784,0.0,0.06940363,0.0,0.0,0.10769891,0.0,0.0,0.0,0.0619347
0.0,0.25593913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17778666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017523838,0.2613617,0.28738868,0.0,0.0
0.0,0.0,0.030666552,0.19055885,0.052741818,0.025407618,0.0,0.0,0.03485628,0.0,0.0,0.0,0.12142345,0.0,0.0,0.0,0.14299785,0.13987413,0.0,0.0,0.06613351,0.0,0.0,0.0,0.19533987
0.037195615,0.0,0.0,0.24003287,0.0,0.0,0.0,0.059013512,0.0,0.0,0.0,0.0,0.09917681,0.0,0.0,0.0,0.0,0.22130983,0.0,0.0,0.02729023,0.0,0.0,0.0,0.31598106
0.0,0.25163335,0.0,0.055372987,0.0,0.0,0.0,0.06361876,0.0,0.0,0.0,0.10157205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071122855,0.08581098,0.37086898,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.19473678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09723177,0.0,0.026408741,0.0,0.1566218,0.21195728,0.0,0.0,0.12329014,0.0,0.0,0.0,0.18975349
0.0,0.0,0.0,0.11349216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035954115,0.0,0.3838792,0.06502381,0.10888035,0.0,0.0,0.0,0.0,0.0,0.325129
0.0,0.077217564,0.0,0.0,0.0,0.0,0.10076902,0.0,0.0,0.0,0.0,0.23286909,0.0,0.0,0.0,0.0,0.0,0.21754397,0.0,0.0,0.23166019,0.048023716,0.09191649,0.0,0.0
0.0,0.0,0.037783176,0.14544354,0.034487724,0.009836767,0.0,0.043042608,0.0,0.0,0.0,0.03648191,0.15675226,0.0,0.0,0.02402498,0.16626374,0.059937164,0.03630778,0.0,0.10693117,0.0,0.0,0.0,0.14270717
