0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.0,0.0,0.0,0.0,0.18168436,0.0,0.0,0.18577635,0.0,0.0,0.0428166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10341323,0.0,0.0,0.0,0.0,0.0,0.010249416,0.052781213,0.24074556,0.07300778,0.0,0.0,0.0,0.0,0.0,0.0,0.10952539,0.0
0.0,0.0,0.0,0.1271085,0.0726568,0.080032066,0.0,0.12615916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23903018,0.03552098,0.0,0.114717744,0.0,0.0,0.0,0.0,0.0,0.20477462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1918313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42417282,0.0,0.0,0.0,0.0,0.19722687,0.0,0.0,0.0,0.0,0.0,0.18676898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696053,0.0,0.19235198,0.0,0.0,0.43804276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1846946,0.0,0.0,0.0,0.027910586,0.0,0.2656699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20891404,0.0,0.0,0.009605558,0.0,0.0,0.0,0.0,0.0,0.30320525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12136963,0.0,0.10188915,0.06417487,0.0,0.0,0.14899313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514096,0.0,0.0,0.05996222,0.0,0.0,0.0,0.0,0.0,0.25220135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10614843,0.0,0.08877966,0.026078345,0.02469525,0.0,0.13272172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27269796,0.0,0.0,0.08989545,0.0,0.0,0.0,0.0,0.0,0.2589832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08806224,0.0,0.15192185,0.05253027,0.07948249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23387223,0.09348981,0.0,0.1703695,0.0,0.0,0.0,0.0,0.0,0.13027157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009602958,0.0,0.0,0.20119072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6601458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12906052,0.0,0.0
0.0,0.0,0.0,0.11654937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35905102,0.39588317,0.0,0.12851639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
