0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.1805002,0.041696444,0.0,0.0,0.011818019,0.0,0.0,0.0,0.0,0.0,0.0,0.24616271,0.0,0.0,0.15031117,0.0,0.0,0.24900447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120507
0.11701389,0.0,0.05464196,0.0,0.10797809,0.0,0.0,0.057308447,0.057130113,0.033309888,0.049145017,0.008179825,0.0,0.02049232,0.021595296,0.082039446,0.013632135,0.044080205,0.0,0.065567166,0.0,0.036422588,0.02841069,0.036606573,0.0,0.0,0.10544365,0.0,0.0,0.061002623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16745825,0.0,0.0,0.0,0.0,0.08989274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10992106,0.0,0.0,0.22299328,0.24721967,0.0,0.16251498,0.0,0.0
0.0,0.0,0.10035536,0.0,0.0,0.10891849,0.0,0.0,0.0,0.0,0.0,0.051824514,0.0,0.08381616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254357,0.0,0.0,0.11873106,0.23796879,0.0,0.1536096,0.062232494,0.0
0.040536307,0.0,0.025415724,0.098735295,0.0,0.11487962,0.08533104,0.0,0.10646885,0.10919479,0.116688825,0.0,0.0,0.06365536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11402118,0.0,0.0,0.056266565,0.050086305,0.0,0.018720008,0.0,0.0
0.0,0.0,0.0,0.38090217,0.2621323,0.0,0.12354974,0.0,0.0,0.06805175,0.0,0.0,0.0,0.0,0.079215586,0.0,0.0,0.019004313,0.0,0.0,0.0671442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.20728573,0.22896554,0.11253972,0.0,0.0,0.0,0.19937824,0.20831591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025208827,0.0,0.018305989,0.0,0.0
0.0,0.31927454,0.19785054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18437847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13506587,0.0,0.16343053,0.0,0.0,0.0
0.06494269,0.11434128,0.03750117,0.0,0.07729725,0.0,0.0,0.0,0.0,0.15683162,0.14937934,0.0,0.0,0.13263139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1188242,0.0,0.0,0.09805722,0.0,0.006605755,0.0,0.04358805,0.0
0.00010551189,0.0,0.0,0.24738276,0.21007082,0.06238225,0.16135867,0.03449014,0.008657953,0.0,0.11165412,0.0,0.0,0.0,0.063349456,0.0066473363,0.0,0.073796384,0.0,0.0,0.0,0.0,0.0,0.020104613,0.0,0.0,0.0,0.0,0.0,0.0
0.08732636,0.0,0.0061905845,0.0,0.17351384,0.0,0.0,0.048764188,0.09240688,0.21518919,0.0,0.05414338,0.0,0.040355347,0.0,0.07816407,0.0,0.0,0.008855661,0.025301065,0.0,0.05136942,0.0,0.044547427,0.01635251,0.0,0.03505246,0.0,0.0,0.022467706
0.0,0.31596288,0.22654353,0.0,0.0,0.0,0.0,0.0,0.0733997,0.0,0.099443935,0.0,0.0,0.115467824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1691821,0.0,0.0,0.0,0.0
0.0,0.0,0.040163834,0.0,0.0,0.0,0.0,0.12623902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11960951,0.2843646,0.0,0.0,0.0,0.0,0.0,0.014662855,0.15072124,0.06331513,0.0,0.2009238
0.05874485,0.0,0.035416476,0.037267193,0.05499529,0.0021114955,0.063472204,0.0,0.049040962,0.060801577,0.025131064,0.01969977,0.0,0.0,0.0,0.07237416,0.0,0.0,0.025457537,0.064681046,0.0,0.15492189,0.0,0.0,0.09475798,0.04721427,0.023859516,0.06608424,0.007917368,0.03605119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30985832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30169532,0.0,0.0,0.14397563
0.0,0.7820608,0.2179392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
