0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035335355,0.0,0.0,0.2919361,0.0,0.0,0.0,0.0,0.38465512,0.0,0.07008109,0.0,0.0,0.21799232,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038660705,0.21669783,0.05392219,0.554101,0.0,0.0,0.0,0.0,0.03570601,0.0,0.0,0.0,0.031594913,0.06931738,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05714384,0.0,0.14773117,0.07698534,0.21280883,0.0,0.0,0.0,0.0,0.0,0.047116876,0.0,0.17845643,0.05925001,0.0,0.0,0.084866844,0.0,0.0,0.13564067,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17432423,0.0,0.0,0.0,0.0,0.0,0.8256758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.44680214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45800108,0.0,0.0,0.0,0.04276887,0.0,0.0,0.0,0.0,0.0,0.05242794,0.0,0.0,0.0
0.0,0.061223425,0.0,0.06024371,0.083674684,0.0,0.0,0.0,0.062239856,0.43571958,0.0,0.0,0.16796726,0.0,0.06882016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060111303,0.0,0.0
0.0,0.0,0.0,0.0,0.42939657,0.0,0.0,0.0,0.0,0.0,0.35436958,0.0,0.0,0.07377126,0.0,0.0,0.0,0.0,0.0,0.06900992,0.0,0.0,0.073452674,0.0,0.0,0.0
0.052139737,0.0,0.0,0.07716451,0.22322561,0.0,0.0,0.10530415,0.0,0.0,0.060246952,0.0,0.24802697,0.0,0.078694254,0.0,0.08187287,0.0,0.0,0.07332484,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.024205942,0.044028178,0.15181768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029314568,0.035824347,0.0,0.0,0.0,0.0,0.0,0.024832768,0.0,0.087016985,0.0,0.06997909,0.48421293,0.048767455
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37554258,0.0,0.0,0.051588148,0.0,0.0,0.0,0.0,0.0,0.10259864,0.12282728,0.0,0.34744334,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19345546,0.07827739,0.0,0.0,0.0,0.0,0.0,0.0,0.25935188,0.0,0.22202852,0.0,0.0,0.0,0.0959078,0.0,0.0,0.0,0.0,0.0,0.15097894,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039756265,0.0,0.28977615,0.23930432,0.2078018,0.0,0.0,0.0,0.0026843182,0.0,0.04480913,0.0,0.1552035,0.0,0.020664528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
