0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.02635022,0.018018672,0.0,0.0,0.16073836,0.039996188,0.19929223,0.20093712,0.0,0.0,0.0,0.0,0.0,0.011212601,0.03952133,0.0,0.020856004,0.06168473,0.0064871116,0.0,0.21490537,0.0,0.0
0.0,0.0,0.0,0.115708485,0.082741655,0.11605528,0.021453235,0.12885827,0.0,0.05360348,0.051048003,0.010885653,0.0,0.0,0.044186708,0.0,0.053932864,0.04428803,0.057483878,0.103255555,0.0,0.0,0.0,0.05931378,0.05718519
0.0,0.0,0.006751856,0.0,0.063627906,0.11564474,0.0,0.2745435,0.0,0.0,0.04764778,0.0,0.0,0.0,0.10620038,0.0,0.0,0.10325243,0.08608478,0.08277471,0.0023497716,0.0,0.0,0.06185176,0.04927035
0.0,0.0,0.009834428,0.17330998,0.0,0.06237844,0.0,0.18944205,0.0,0.0,0.008419192,0.0,0.0,0.0,0.08321905,0.0,0.06683298,0.13047265,0.042351943,0.12373451,0.0,0.0,0.0,0.041961055,0.06804368
0.0,0.0,0.0,0.24728431,0.0,0.0,0.0,0.28043583,0.0,0.0,0.0,0.0,0.0,0.0,0.124163195,0.0,0.0,0.1422838,0.06809895,0.10773472,0.0,0.0,0.0,0.029999241,0.0
0.0,0.28557742,0.025482463,0.0,0.0,0.0,0.0,0.0,0.27565995,0.062049486,0.0,0.0,0.0,0.0,0.0,0.056326434,0.0,0.0,0.005625365,0.0,0.008099369,0.0,0.28117955,0.0,0.0
0.0,0.0,0.04108817,0.18390155,0.08585313,0.12723008,0.03243998,0.0,0.03218196,0.0,0.057593845,0.023235597,0.0,0.0,0.06305383,0.0,0.028874906,0.05195795,0.05784916,0.09706222,0.024224563,0.0,0.0,0.04585495,0.047598105
0.0,0.14398272,0.008866185,0.047428645,0.0,0.0,0.16485459,0.07184195,0.0,0.16591457,0.0,0.03989936,0.0,0.0101027405,0.0,0.0,0.0,0.0,0.06175155,0.07171036,0.05097494,0.0,0.14632605,0.016346302,0.0
0.0,0.31507874,0.15951419,0.0,0.0,0.00015286624,0.0,0.0,0.2610128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642415,0.0,0.0
0.0,0.0,0.0,0.13299382,0.0,0.0,0.0,0.17906702,0.0,0.0,0.0,0.0,0.0,0.0,0.3125998,0.0,0.0,0.3113772,0.06396212,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.08253457,0.0,0.006858602,0.043267097,0.09114956,0.025004169,0.0,0.05436594,0.0,0.0,0.0,0.10145339,0.0,0.0,0.055813007,0.27128518,0.0,0.1776188,0.0,0.0,0.090649694,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.10151857,0.0,0.103406794,0.0,0.0,0.19896303,0.0,0.0,0.017780192,0.0,0.0,0.035370722,0.25566605,0.0,0.28729475,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.19999091,0.0,0.0,0.0,0.2298318,0.0,0.0,0.101035856,0.0,0.0,0.0,0.0,0.0,0.0,0.32903072,0.13305828,0.0,0.0,0.0,0.0,0.0070524407,0.0
0.0,0.0,0.038301118,0.0,0.33280075,0.08666208,0.0,0.0,0.112931415,0.07095888,0.01808299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34026274
