0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12572856,0.0,0.0,0.0,0.0,0.0,0.87427145,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084963344,0.0,0.0,0.31120405,0.0,0.0,0.0,0.0,0.25230098,0.0,0.09878908,0.0,0.0,0.25274256,0.0
0.0,0.0,0.015505137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14623533,0.0,0.68038857,0.0,0.0,0.02100688,0.0,0.014950101,0.0,0.030100655,0.0,0.0,0.09181337,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1901892,0.0,0.2439378,0.0,0.0,0.0,0.0,0.0,0.0,0.0070548384,0.27676854,0.049937658,0.0,0.0,0.086718895,0.0,0.0,0.14539303,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.114753306,0.0,0.0,0.0,0.0,0.0,0.87721485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008031789,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.32610652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38984907,0.0,0.0,0.0,0.17381172,0.0,0.0,0.0,0.0,0.0,0.11023271,0.0,0.0,0.0
0.0,0.0,0.0,0.04934421,0.0875984,0.026796423,0.0,0.0,0.024820296,0.531853,0.0,0.0,0.1734704,0.0,0.00994607,0.0,0.0,0.0,0.0,0.0,0.0,0.06360786,0.0,0.0,0.0325633,0.0
0.0,0.0,0.044551216,0.0,0.46355537,0.0,0.0,0.0,0.0023421706,0.0,0.21221182,0.0,0.0,0.044133373,0.0,0.0,0.013495874,0.0,0.0,0.046678517,0.0,0.0,0.117726,0.016841361,0.005688562,0.03277573
0.0,0.0,0.0,0.0,0.257196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42576337,0.0,0.10650616,0.0,0.0,0.0,0.0,0.13678044,0.0,0.0,0.0,0.0,0.07375405,0.0
0.0,0.043104675,0.038735464,0.13247912,0.0,0.0,0.02675951,0.0,0.0,0.0,0.0,0.0,0.0,0.050111435,0.0,0.0,0.0,0.0,0.0,0.050824296,0.04869122,0.0944283,0.0,0.05392354,0.411073,0.04986939
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.04064725,0.0,0.0,0.0,0.0,0.05695036,0.11863372,0.0,0.2786985,0.0,0.0,0.05549889,0.0,0.0,0.0,0.0,0.0,0.050956573,0.0,0.0,0.33158436,0.03496843,0.0,0.032061934
0.0,0.0,0.0,0.0,0.17310084,0.085690625,0.0,0.0,0.0,0.082326695,0.0,0.06648207,0.18978296,0.0,0.18518104,0.0,0.0,0.0,0.120861284,0.0,0.0,0.05408093,0.0,0.0,0.042493578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.46424046,0.16870493,0.07028631,0.0,0.0,0.0,0.07309168,0.0,0.0,0.0,0.11622693,0.056578178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050871596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
