0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25564748,0.0,0.0,0.12549359,0.0,0.0,0.0,0.0,0.28377396,0.0,0.0,0.0,0.10843706,0.0,0.0,0.22664787
0.04100755,0.0,0.07092999,0.0,0.07222506,0.0,0.0,0.07233761,0.07493848,0.13385382,0.08478264,0.04204871,0.0,0.02637253,0.025751073,0.0,0.019533055,0.03880009,0.0,0.03689189,0.0,0.041176856,0.036146473,0.035616975,0.0184227,0.0,0.087991364,0.0,0.0,0.04117312
0.0,0.090150364,0.0,0.0,0.0,0.0,0.0,0.037590798,0.0,0.0,0.0,0.0,0.0,0.12414509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27686712,0.0,0.0,0.0,0.3169791,0.0,0.15426758,0.0,0.0
0.0,0.0,0.0,0.0,0.24292593,0.123859376,0.08162078,0.0,0.0,0.12689345,0.18800886,0.0,0.0,0.0,0.0,0.0,0.0,0.10755188,0.0,0.0,0.061032914,0.0,0.06810678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12760876,0.0,0.0,0.045731176,0.0,0.056084655,0.08458833,0.0,0.022154998,0.059917655,0.22726026,0.0,0.0,0.0,0.0,0.012009969,0.0,0.074998245,0.0,0.0,0.0,0.0,0.08008972,0.102048606,0.0,0.0,0.052577287,0.0,0.0,0.05493039
0.0,0.0,0.0,0.1391085,0.31509244,0.0,0.09333875,0.0,0.0,0.12817137,0.32428896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05372765,0.3994399,0.0,0.0,0.0,0.0,0.12289305,0.3291315,0.0,0.0,0.0,0.0,0.0,0.0,0.058907576,0.0,0.0,0.015227289,0.0,0.020673065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08729939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29755184,0.0,0.0,0.0,0.0,0.0,0.24639413,0.0,0.0,0.36875466,0.0,0.0,0.0
0.00069781404,0.0,0.0,0.0,0.19268364,0.0,0.05619977,0.0,0.0,0.13236865,0.24696164,0.06870243,0.0,0.085265465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094067186,0.0,0.016919669,0.053356677,0.019904668,0.0,0.0,0.032872364,0.0
0.010647415,0.0,0.0,0.0,0.2870174,0.09280654,0.08722347,0.0,0.07688077,0.0,0.423128,0.022296404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.110264055,0.0,0.113327146,0.0,0.0,0.08487004,0.22798452,0.096277185,0.0,0.15607598,0.0,0.09551591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11568522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09151865,0.08902031,0.0,0.0,0.0,0.0070087262,0.12394131,0.0,0.0,0.09421336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062387224,0.0,0.3525646,0.1793459,0.0
0.0,0.0,0.03302422,0.0,0.0,0.0,0.0,0.0,0.0,0.0136371935,0.0,0.0,0.0,0.08298574,0.09851071,0.0,0.072618276,0.058361057,0.0,0.12751919,0.0,0.049651247,0.0865278,0.07489688,0.0,0.038250204,0.0,0.021599364,0.0,0.24241813
0.052737977,0.0,0.007915369,0.12459233,0.090393275,0.061527517,0.104550906,0.0,0.02740288,0.07445487,0.09528254,0.020691827,0.010927438,0.0,0.0,0.030809619,0.0,0.0,0.021356346,0.02034067,0.0,0.066998,0.0,0.0,0.10055517,0.03280311,0.0,0.015709857,0.0,0.040950302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093650036,0.0,0.0,0.0,0.0,0.0,0.22730929,0.0,0.0,0.0,0.2836973,0.0,0.0,0.39534342
0.09323398,0.0,0.21086073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2641338e-05,0.0,0.21192014,0.0,0.0,0.0,0.0,0.0,0.23167989,0.0,0.0,0.0,0.0,0.2522926,0.0,0.0,0.0,0.0,0.0
0.0,0.2517664,0.30919206,0.0,0.0,0.0,0.0,0.093252145,0.07284736,0.0,0.0,0.0,0.0,0.052302666,0.0,0.0,0.0,0.0,0.0,0.06136909,0.0,0.115953274,0.0,0.0,0.022733113,0.0,0.0,0.0,0.020583818,0.0
0.0,0.0,0.0,0.0,0.0,0.05963303,0.0,0.0,0.0,0.0,0.073821805,0.0,0.0,0.0,0.0,0.13404216,0.0,0.0,0.0,0.0,0.10556536,0.0,0.17284338,0.0,0.0,0.0,0.25638497,0.0,0.0,0.19770926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28935316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22649817,0.0,0.0,0.0,0.2657868,0.0,0.0,0.2183618
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196376,0.0,0.0,0.08320157,0.0,0.17676605,0.0,0.0,0.0,0.22681484,0.0,0.0,0.39357993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31826094,0.0,0.0,0.0,0.0,0.6817391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13501932,0.0,0.0,0.024113571,0.13689636,0.07862806,0.050882574,0.0,0.0,0.104897745,0.12083023,0.0,0.032145657,0.049901348,0.0,0.0,0.0,0.0,0.014494897,0.0,0.0,0.0,0.0,0.07903115,0.06976829,0.0,0.0,0.0,0.0,0.10339083
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551928,0.0,0.0,0.2791232,0.0,0.0,0.5656841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2988832,0.0,0.0,0.0,0.0,0.25257027,0.0,0.0,0.0,0.29103026,0.0,0.0,0.15751627
