0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.17202117,0.045004755,0.12832198,0.16181992,0.035211213,0.0,0.0,0.054654755,0.011008194,0.0,0.027360288,0.041750707,0.137154,0.0,0.051256686,0.0,0.11856887,0.0,0.015867453
0.16802955,0.0,0.05796,0.16513531,0.18003699,0.0,0.0,0.0,0.0,0.0,0.0,2.147156e-06,0.04784643,0.13952532,0.0,0.06112301,0.0,0.18034132,0.0,0.0
0.14160024,0.1687023,0.0,0.10301297,0.13960017,0.03614763,0.0,0.0,0.06043099,0.00955828,0.0,0.02625514,0.032713845,0.13412754,0.0,0.032132205,0.0,0.09149322,0.0,0.024225496
0.1395381,0.16221698,0.043597627,0.0,0.13830942,0.043385737,0.0,0.0,0.06999016,0.02827483,0.0,0.032351844,0.0394747,0.13312441,0.0,0.045272782,0.0,0.09916447,0.0,0.025298988
0.15589356,0.16837847,0.05207527,0.13085316,0.0,0.027385594,0.0,0.0,0.043447394,0.012370397,0.0,0.022922216,0.046033822,0.14469767,0.0,0.056122962,0.0,0.13499455,0.0,0.004824882
0.04665844,0.05339904,0.06838431,0.08754517,0.06509676,0.0,0.0,0.09439077,0.021422552,0.06106373,0.06418698,0.0,0.13199839,0.05471273,0.0,0.030461028,0.0,0.061371047,0.1125435,0.04676555
0.008499037,0.007928571,0.035855986,0.03440615,0.029436829,0.0,0.0,0.05310858,0.019921165,0.22399311,0.20188066,0.14709963,0.09065527,0.0018276533,0.0,0.015372003,0.0,0.01567647,0.0,0.11433889
0.0,0.0,0.0,0.0,0.0,0.20593716,0.0,0.0,0.0,0.0,0.057182506,0.053743962,0.0,0.0,0.0,0.003995865,0.0,0.0,0.6134209,0.06571966
0.027881738,0.06783797,0.020614795,0.040687505,0.0741805,0.078368686,0.05026065,0.088891335,0.0,0.09523809,0.08070232,0.2062271,0.039198615,0.023262197,0.0,0.00923012,0.0,0.007897032,0.0,0.08952137
0.0,0.0,0.0,0.004111028,0.016316956,0.0035426521,0.33220994,0.067404315,0.0,0.0,0.2718579,0.15973763,0.053025894,0.0,0.0,0.0,0.0,0.0,0.0,0.09179373
0.0,0.0,0.0,0.0,0.0,0.029339429,0.37642342,0.034988727,0.0,0.34727994,0.0,0.0,0.0,0.0,0.0,0.0,0.02167313,0.0,0.0,0.1902954
0.08985355,0.14680225,0.040134575,0.097221166,0.1272555,0.0,0.01582633,0.025706412,0.10332041,0.073369205,0.0031041794,0.0,0.051070258,0.09174807,0.0,0.036655113,0.0,0.06604047,0.0,0.0318925
0.14641866,0.12648696,0.058508568,0.15587059,0.121579714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13777292,0.0,0.028656488,0.0,0.22470607,0.0,0.0
0.15689586,0.16750425,0.055959836,0.15153866,0.1733799,0.0056145047,0.0,0.0,0.011246031,0.0,0.0,0.013434995,0.04863571,0.0,0.0,0.060210798,0.0,0.15557954,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15787195,0.17893131,0.033042416,0.12022696,0.17379194,0.0013230079,0.0,0.0,0.045340717,0.0,0.0,0.015866136,0.013011825,0.14173959,0.0,0.0,0.0,0.11193553,0.0,0.006918556
0.2005328,0.0,0.065766886,0.0,0.0,0.040958248,0.18738937,0.0,0.0,0.0,0.069576845,0.035206344,0.0,0.0031397773,0.07011842,0.260652,0.0,0.066659324,0.0,0.0
0.07226003,0.15087022,0.023418756,0.046551183,0.06489624,0.08930668,0.0,0.05473727,0.105141796,0.072963245,0.0,0.086894765,0.030266264,0.100476526,0.0,0.024787305,0.0,0.0,0.0,0.07742971
0.0,0.0,0.0,0.0,0.0,0.27757323,0.0,0.5549266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07647196,0.0,0.0,0.0,0.09102815
0.065232515,0.035382275,0.09273271,0.13540159,0.10380273,0.0,0.11937206,0.0,0.0,0.0,0.0823855,0.0,0.14191617,0.025368458,0.0,0.0859356,0.0,0.11247037,0.0,0.0
