0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,0.18276455,0.022186035,0.06539377,0.11973684,0.0,0.0,0.0,0.05677405,0.0,0.016135635,0.0,0.17081192,0.0,0.18827862,0.0,0.07310261,0.06813273,0.036683235,0.0,0.0,0.0
0.15692954,0.0,0.08168259,0.07506381,0.10224907,0.05586924,0.0,0.04463834,0.0,0.0,0.0,0.0551705,0.11191426,0.0,0.11958618,0.0,0.106419064,0.0,0.08171252,0.008472564,0.0002923182,0.0
0.052645516,0.18715064,0.0,0.06634383,0.1278454,0.0,0.0,0.0,0.024033397,0.0,0.0,0.0,0.16759267,0.0,0.19116281,0.0,0.103396736,0.033703867,0.046125185,0.0,0.0,0.0
0.13192727,0.14637537,0.0506864,0.0,0.10831132,0.037154194,0.0,0.03023963,0.0,0.0,0.0,0.037986297,0.12644775,0.0,0.13745487,0.0,0.12023464,0.0,0.07318232,0.0,0.0,0.0
0.16225754,0.13226005,0.07898424,0.079478756,0.0,0.04373183,0.0,0.034346085,0.0,0.0,0.0,0.03990369,0.115782626,0.0,0.12893046,0.0,0.103945844,0.0,0.08037889,0.0,0.0,0.0
0.100641,0.05498872,0.09603693,0.032208417,0.042773373,0.0,0.09388148,0.085456416,0.0,0.0,0.0,0.1086554,0.054967117,0.0,0.06894739,0.0,0.040855877,0.0,0.04256686,0.09307418,0.0505945,0.034352344
0.039648585,0.049011227,0.07517031,0.07077297,0.07563111,0.09220552,0.0,0.0,0.13862458,0.0,0.07907024,0.043689717,0.07380146,0.0,0.057504512,0.0,0.081676885,0.03713582,0.08605699,0.0,0.0,0.0
0.0806434,0.0,0.075998604,0.0,0.0,0.13900763,0.063775524,0.0,0.0,0.0,0.0,0.15275538,0.0,0.0,0.0155380815,0.0,0.0,0.0,0.0,0.24826457,0.09778616,0.1262306
0.0,0.0,0.0,0.01695783,0.0063788057,0.05988173,0.19661573,0.0,0.0,0.09165671,0.097172044,0.0,0.0,0.14007239,0.0,0.13582107,0.0027078746,0.0371342,0.0038620946,0.0,0.07513469,0.13660483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036827795,0.039111845,0.067980275,0.087625615,0.069548674,0.0,0.0,0.0,0.0648783,0.1095644,0.0,0.0,0.03527113,0.1397573,0.0,0.11815029,0.04298923,0.057636876,0.046667524,0.0,0.08399073,0.0
0.102057956,0.034480892,0.11212388,0.026542323,0.027564326,0.13237235,0.12293955,0.09405819,0.0,0.0,0.0,0.0,0.02851444,0.0,0.042163536,0.0,0.017298872,0.0,0.021653349,0.10814963,0.050796576,0.07928415
0.15394199,0.13420701,0.086060666,0.080975324,0.10559892,0.050461773,0.0,0.036719903,0.0,0.0,0.0,0.043692593,0.0,0.0,0.122053556,0.0,0.100699656,0.0,0.085012555,0.0005761046,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14041866,0.13754892,0.06828371,0.070970535,0.10735515,0.052322466,0.0,0.04563119,0.0,0.0,0.0,0.05848088,0.11523097,0.0,0.0,0.0,0.116731584,0.0,0.076198086,0.0096963085,0.0011316042,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14140457,0.15499972,0.065740936,0.09621639,0.11804509,0.022128727,0.0,0.019081637,0.0,0.0,0.0,0.01928881,0.12678015,0.0,0.15154628,0.0,0.0,0.0,0.084767655,0.0,0.0,0.0
0.0,0.03160733,0.0,0.0132138925,0.076040864,0.0,0.0,0.0,0.3030978,0.10356287,0.29176712,0.0,0.043028064,0.09938236,0.0,0.0135130305,0.0,0.0,0.011509889,0.0,0.0,0.013276854
0.11870845,0.17573753,0.04458867,0.092318095,0.120406814,0.0115688015,0.0,0.0,0.0,0.0,0.0,0.00061043934,0.14767554,0.0,0.16916828,0.0,0.11921732,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.20841627,0.0,0.4260898,0.0,0.0,0.0,0.23302475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13246918,0.0
0.0,0.0,0.0,0.0,0.0,0.0021470867,0.0,0.009396098,0.18425147,0.0,0.29034665,0.0,0.0,0.0,0.0,0.0,0.0,0.02012091,0.0,0.0,0.0,0.49373776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065346607,0.35632426,0.0,0.27599782,0.0,0.0,0.0,0.0,0.0,0.0,0.18929462,0.0,0.0,0.17184868,0.0
