0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.024242496,0.11307192,0.21212386,0.077843376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07607484,0.0,0.09776345,0.0,0.11311219,0.0,0.28576788,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06678496,0.933215,0.0,0.0,0.0
0.0,0.01081233,0.0,0.0,0.10614534,0.2379194,0.03903819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031497333,0.0,0.0521874,0.0,0.120714135,0.0,0.40168598,0.0,0.0
0.0,0.06475444,0.0,0.05638118,0.0,0.1952799,0.08373146,0.026709571,0.0,0.0,0.0,0.0,0.0,0.0,0.07885908,0.0,0.10715957,0.0,0.12744325,0.0,0.25968155,0.0,0.0
0.0,0.068914205,0.0,0.055011146,0.15451068,0.0,0.09380942,0.033554118,0.0,0.0,0.0,0.0,0.0,0.0,0.087389275,0.0,0.11379369,0.0,0.12719774,0.0,0.26581973,0.0,0.0
0.0,0.0,0.0,0.0044824146,0.08368398,0.24036072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02569033,0.0,0.15417063,0.0,0.4916119,0.0,0.0
0.0,0.03999922,0.0,0.020831907,0.09569526,0.10671815,0.107086636,0.0,0.0,0.0,0.0,0.0,0.0,0.031157808,0.1803257,0.20043783,0.11918609,0.0,0.0,0.0,0.098561406,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90508264,0.0,0.0,0.0,0.0,0.0,0.0,0.09491735,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.11539922,0.00798375,0.0,0.0,0.0,0.0,0.63433266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08977046,0.08515228,0.025172966,0.042188667,0.0
0.0,0.041577857,0.0,0.091816396,0.05468879,0.015440118,0.0446773,0.06627565,0.0,0.08830515,0.0,0.0,0.0837153,0.0,0.1124953,0.0,0.056356303,0.0,0.1016297,0.0,0.103260845,0.13976131,0.0
0.0,0.0723906,0.0,0.028715828,0.12994927,0.17227538,0.15684238,0.17786397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14175108,0.0,0.0,0.0,0.12021152,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078229755,0.0,0.0,0.0
0.0,0.0043779695,0.0,0.021421803,0.1292498,0.25285575,0.039956816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015400076,0.0,0.0,0.0,0.13659488,0.0,0.4001429,0.0,0.0
0.0,0.0,0.0,0.0,0.06932851,0.0,0.046738267,0.2998269,0.0,0.0,0.0,0.0,0.0,0.07161914,0.0,0.27879578,0.0,0.0,0.0810146,0.0,0.07858541,0.07409141,0.0
0.0,0.057632413,0.0,0.078889534,0.1400065,0.19854514,0.07523835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096866384,0.0,0.0,0.0,0.35282165,0.0,0.0
0.0,0.013479368,0.68062305,0.117271006,0.0,0.0,0.020085255,0.071525514,0.0,0.0,0.0,0.0,0.0,0.0,0.09701588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08794737,0.0,0.05999253,0.09870788,0.13214745,0.13778332,0.10835204,0.0,0.0,0.0,0.0,0.0,0.0,0.16723672,0.0,0.12162499,0.0,0.08620775,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.11270119,0.0,0.0,0.0,0.0,0.0,0.1593044,0.0,0.0,0.23035714,0.06515786,0.0,0.0,0.0,0.0,0.12926283,0.20713592,0.09608059,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
