0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,0.030325139,0.04973353,0.0,0.0,0.06331453,0.0,0.0,0.0,0.0,0.0,0.04333992,0.0,0.0,0.0,0.0,0.030642774,0.0,0.07584198,0.08565188,0.0,0.049469016,0.0,0.0,0.06271669,0.07985786,0.0,0.06279938,0.10690171,0.06907786,0.0,0.0,0.0,0.0,0.026535079,0.0,0.16379264
0.0,0.0,0.0,0.0,0.10169788,0.081496,0.12204669,0.17275317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129832,0.06973217,0.15824434,0.0,0.0,0.0,0.0,0.0,0.09035129,0.0,0.07384649,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.044594932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30729038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046241246,0.60187346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07971857,0.0,0.0,0.0,0.075787626,0.118858606,0.16683114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16514893,0.04261691,0.19131736,0.0,0.0,0.0,0.0,0.0,0.08735319,0.0,0.07236773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.097385146,0.0,0.0,0.186938,0.0,0.03554655,0.37679172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124510534,0.06791261,0.07291736,0.0,0.0,0.0,0.0,0.0,0.037998147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14979759,0.0,0.0,0.29454562,0.0,0.0,0.4018574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08361162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057898838,0.0,0.0,0.0,0.012288869,0.0,0.0,0.0,0.0
0.02740892,0.0699349,0.0,0.0,0.07612722,0.06923293,0.081611134,0.0,0.0,0.0,0.0,0.0,0.0,0.049047526,0.0,0.0,0.0,0.0,0.0,0.056395166,0.08111616,0.0,0.087336525,0.0,0.0,0.048979785,0.0,0.0,0.13489306,0.0,0.03924543,0.0,0.06352972,0.046046957,0.06909455,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7728013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22719869,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.088140614,0.0,0.0,0.0,0.0,0.10516556,0.08589669,0.0,0.0,0.0,0.066514075,0.0,0.0,0.0,0.0,0.118217655,0.040287964,0.0,0.0,0.0,0.1792144,0.30434063,0.0,0.012222434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033956673,0.16677141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07150593,0.0,0.15435457,0.15559377,0.0,0.0,0.0,0.0,0.15608008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14687307,0.0,0.0,0.0,0.0,0.0,0.114864424,0.0,0.0
0.06659785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16347963,0.0,0.0,0.062924646,0.017167054,0.0,0.2431957,0.0,0.0,0.11380501,0.0,0.0,0.0,0.037444174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030329278,0.060604822,0.037503537,0.09289702,0.0,0.07405129
