0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.0,0.0,0.1396601,0.0,0.0,0.0,0.078380555,0.0,0.06162582,0.06704577,0.0,0.0,0.0,0.09786385,0.066373,0.08122511,0.031890884,0.3759348
0.0,0.0,0.0,0.10217829,0.004033406,0.0,0.15359576,0.07531485,0.115771614,0.0,0.102059536,0.0,0.113822006,0.0,0.023022154,0.10351192,0.082933255,0.118466355,0.005290849
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06961487,0.11359414,0.0,0.0,0.017242316,0.0,0.08549259,0.052560557,0.1130755,0.005978687,0.084580116,0.0,0.07213936,0.0,0.01694837,0.081681475,0.095670305,0.100445725,0.090976045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15916663,0.0,0.11033323,0.003267515,0.0,0.0,0.0,0.11318044,0.0,0.12006009,0.0,0.104642205,0.0,0.012151521,0.10782919,0.09549081,0.16469875,0.009179602
0.06778977,0.10458608,0.0,0.06378433,0.014082316,0.0,0.0,0.0,0.18540916,0.01394894,0.1534524,0.0,0.06827597,0.0,0.0,0.1476117,0.0,0.089336336,0.09172306
0.0,0.09376225,0.0,0.10875374,0.013526922,0.0,0.08618692,0.121889606,0.0,0.0,0.1599215,0.0,0.057738535,0.0,0.00916402,0.14318866,0.1354507,0.053079832,0.017337285
0.13863914,0.003988323,0.0,0.12958676,0.0,0.0,0.0,0.14527677,0.005713068,0.0,0.07494548,0.0,0.0,0.0,0.2331373,0.0,0.2687131,0.0,0.0
0.01808255,0.09548961,0.0,0.0509066,0.009489745,0.0,0.10069148,0.09756099,0.17423734,0.036062043,0.0,0.0,0.05931896,0.0,0.01865779,0.1341008,0.12877776,0.045056835,0.031567443
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16008951,0.0,0.08516901,0.01690287,0.0,0.14997695,0.07391008,0.11875297,0.0,0.09841683,0.0,0.0,0.0,0.0,0.10612665,0.07916769,0.1114875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35250866,0.0,0.0,0.20914628,0.0,0.0,0.0,0.0,0.009936246,0.4284088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029179154,0.10238948,0.0,0.06988876,0.011193946,0.0,0.092524454,0.113322936,0.17596205,0.0,0.14893469,0.0,0.06430414,0.0,0.011565086,0.0,0.08937002,0.048545696,0.042819656
0.04097653,0.09652876,0.0,0.08773733,0.0,0.0,0.103965476,0.0,0.17335209,0.08242387,0.16488063,0.0,0.039189313,0.0,0.021787826,0.11035532,0.0,0.01475329,0.06404955
0.0,0.1772423,0.0,0.13089901,0.009581122,0.0,0.21468766,0.08491677,0.07265463,0.0,0.08784288,0.0,0.13655394,0.0,0.0,0.06531535,0.0,0.0,0.020306347
0.42040834,0.0,0.0,0.16090503,0.002468353,0.0,0.0,0.11246501,0.0,0.0,0.078437135,0.0045661293,0.0,0.0,0.0,0.09962993,0.102442764,0.018677311,0.0
