0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.03844791,0.0,0.0,0.0,0.020304006,0.0,0.0,0.0,0.0,0.02057625,0.0,0.0,0.042528123,0.0,0.0,0.0,0.12169501,0.0,0.0,0.16669892,0.10624441,0.20019835,0.0,0.0,0.0,0.04885911,0.0,0.0,0.23444794
0.038830128,0.0,0.10227448,0.0,0.056539316,0.04901642,0.0,0.08879871,0.0,0.024935095,0.014293156,0.07742856,0.0,0.0,0.0,0.19003485,0.1745024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006581933,0.069878496,0.028200282,0.031140659,0.047545575
0.0,0.0,0.0,0.0,0.025293672,0.0,0.0,0.015703363,0.0,0.0,0.0,0.12601537,0.0,0.0,0.0,0.030413864,0.15879397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080353,0.0,0.33574444,0.0,0.0
0.0,0.0,0.0,0.0,0.21381238,0.0,0.33459538,0.0,0.0,0.22872813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042209197,0.0,0.0,0.08369537,0.0,0.096959464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07543135,0.0,0.0,0.0,0.0,0.0,0.20969337,0.0,0.0,0.08460885,0.11859442,0.0,0.0,0.0,0.0,0.0,0.0,0.21058655,0.0,0.0,0.0,0.03333684,0.26774868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.07979319,0.0,0.0,0.07466755,0.0,0.0,0.0,0.0,0.08591851,0.0,0.0,0.12146047,0.0,0.0,0.3085897,0.0,0.32957056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.023732366,0.12860832,0.17770892,0.16119827,0.0,0.0,0.0,0.21364222,0.0,0.0,0.0,0.088712476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05227783,0.0,0.0,0.10315184,0.016340055,0.0,0.034627706,0.0,0.0
0.062195495,0.012721789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150472,0.0,0.0,0.0,0.0,0.27428213,0.20252246,0.0,0.0,0.13323095,0.0,0.0,0.0
0.0,0.0,0.083827525,0.0,0.18434927,0.0,0.0,0.0,0.0,0.13776709,0.30956894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039723046,0.06752914,0.0,0.079323485,0.097911514,0.0
0.050920323,0.0,0.0,0.12665603,0.14022082,0.027121788,0.23604213,0.0,0.012182218,0.0,0.18028739,0.0,0.0,0.010922442,0.0,0.0,0.0,0.059250362,0.0,0.0,0.0,0.01852419,0.07255057,0.051337905,0.0139838485,0.0,0.0,0.0,0.0,0.0
