0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06330629,0.18250594,0.0,0.0,0.0,0.10611324,0.0,0.0,0.0,0.14836039,0.15049806,0.0,0.0,0.0,0.0,0.0,0.0,0.34921604
0.082457125,0.0,0.0,0.09921012,0.0,0.0,0.10766965,0.048701115,0.050852347,0.050003488,0.0,0.07834308,0.0,0.0,0.0,0.0,0.0,0.051977184,0.0,0.0,0.12670971,0.0,0.21880466,0.0,0.08527152
0.0,0.0,0.0,0.16250956,0.20390928,0.08435918,0.0,0.18241498,0.0,0.0,0.0,0.055125367,0.04257162,0.025580583,0.10914732,0.09370392,0.04067826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.033375368,0.08203581,0.0,0.13756062,0.05373018,0.07584355,0.1424692,0.14904064,0.0,0.0,0.0298919,0.049141522,0.017777625,0.026103817,0.050804045,0.037158113,0.061291963,0.0,0.0,0.0,0.0,0.0,0.0,0.053775612
0.0,0.0,0.15202892,0.14194109,0.0,0.13049571,0.0,0.16769299,0.0,0.049626283,0.0,0.09628641,0.0141391335,0.015609541,0.0789266,0.10291256,0.002399177,0.0,0.0,0.0,0.047941558,0.0,0.0,0.0,0.0
0.0,0.0,0.086378984,0.13700333,0.21323943,0.0,0.0,0.19284463,0.0,0.0,0.0,0.029760221,0.06121325,0.026689097,0.12457666,0.059023466,0.06927107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07792388,0.08805899,0.0,0.083473824,0.0,0.0,0.0,0.055681907,0.04423814,0.0,0.0,0.1010237,0.0,0.0,0.0,0.030008184,0.0,0.021013504,0.0,0.0,0.16022228,0.13186722,0.20648837,0.0,0.0
0.016867815,0.03937643,0.07320061,0.10692222,0.13906357,0.05154836,0.06606878,0.0,0.1462211,0.0046263947,0.0,0.04344032,0.048782624,0.018938418,0.043321677,0.032437276,0.035380766,0.05628659,0.0,0.0,0.015481554,0.0,0.0020402595,0.0,0.059995234
0.07823079,0.056282192,0.0,0.1926717,0.0,0.0,0.08808597,0.19404969,0.0,0.003783907,0.0,0.055620164,0.047207415,0.015208915,0.0,0.0,0.0,0.07222809,0.0,0.0,0.05053843,0.0,0.037538856,0.0,0.108553916
0.0,0.010685218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275665,0.0,0.0,0.0,0.0,0.0,0.09142414,0.47661015,0.093714036,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0111048315,0.0,0.0,0.0216422,0.12977855,0.0,0.022976577,0.06758007,0.08327362,0.0,0.0,0.0,0.0936175,0.057236444,0.07716703,0.0,0.08780962,0.18640137,0.0,0.0,0.030404922,0.0,0.0,0.0,0.13100728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.11789687,0.0,0.0,0.035288535,0.0,0.2657509,0.009947111,0.0,0.0,0.0,0.0,0.25368476,0.0,0.0,0.31743184,0.0,0.0,0.0,0.0
0.0,0.0,0.06171544,0.09033601,0.24975984,0.040018655,0.0,0.20326744,0.0,0.0,0.0,0.07085186,0.0942537,0.054479897,0.0,0.0,0.10907176,0.0,0.0,0.0,0.026245454,0.0,0.0,0.0,0.0
0.0,0.0,0.14944975,0.14799874,0.18637308,0.1345291,0.0,0.12763816,0.0,0.081394754,0.0,0.0,0.053310737,0.042019617,0.023691084,0.0,0.053594913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06169204,0.075263135,0.0,0.0333652,0.0,0.0,0.123353794,0.046022158,0.073323734,0.037758052,0.0,0.1839396,0.025936622,0.09265341,0.0,0.0,0.0,0.0,0.0,0.0,0.12673946,0.0,0.031287868,0.0,0.08866495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
