0,1,2,3,4,5
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.049849194,0.0,0.0,0.2922829,0.0,0.6578679
0.6922846,0.2672309,0.040484577,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9419255,0.0,0.058074467,0.0
