0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,0.1508756,0.0,0.0,0.0,0.057899036,0.0,0.0,0.12072786,0.0,0.21858154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14288427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30903167
0.0,0.0,0.08834081,0.0,0.0,0.0,0.0,0.0,0.00653432,0.030893961,0.0,0.57528967,0.0,0.0,0.04458695,0.14749748,0.0,0.0,0.047984444,0.0,0.0,0.0,0.0,0.0,0.056464057,0.0,0.0,0.0,0.0024083136
0.0,0.037001215,0.0,0.026857192,0.021758882,0.027540963,0.025305862,0.053039275,0.0,0.021653013,0.02668186,0.0,0.024982335,0.0,0.081801094,0.0598489,0.0,0.036887474,0.044794474,0.010495484,0.02554101,0.0115457885,0.0,0.06436702,0.14773174,0.04535869,0.15488786,0.0,0.051919796
0.0,0.0,0.0,0.0,0.29225135,0.21473294,0.18275163,0.0,0.0,0.2541529,0.0,0.0,0.0,0.0,0.0,0.0,0.056111213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.15078498,0.0,0.18647315,0.13412684,0.0,0.0,0.12674405,0.17185713,0.0,0.0,0.0,0.0,0.0,0.10601538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05924315,0.0,0.0,0.06475542
0.0,0.0,0.0,0.21285282,0.24954954,0.0,0.12438248,0.0,0.0,0.2143595,0.0,0.0095345955,0.0,0.068600535,0.0,0.0,0.0,0.0,0.0,0.0,0.08728267,0.0,0.0,0.033437952,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.21852775,0.31841803,0.15627956,0.0,0.0,0.0,0.28868067,0.0,0.0,0.0,0.0049241474,0.0,0.0,0.0,0.0,0.0,0.0,0.013169877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.06658434,0.0,0.12453323,0.0,0.0,0.0,0.0,0.0,0.1849353,0.0,0.18430348,0.0,0.0,0.0,0.0,0.0,0.0,0.2015238,0.0,0.0,0.0,0.0,0.0,0.0,0.23811981,0.0,0.0,0.0
0.199038,0.0,0.0,0.012840205,0.22441964,0.10214809,0.0,0.0,0.0,0.26604918,0.19457248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009323761
0.0,0.0,0.0,0.22151022,0.29670885,0.20413612,0.17016722,0.0,0.0,0.0,0.064129286,0.0,0.0,0.0,0.0,0.0,0.043348305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.06768572,0.19023381,0.0040179505,0.0,0.0,0.1400097,0.16116278,0.0,0.11664084,0.0,0.092838734,0.0,0.008933182,0.0,0.0,0.0,0.0,0.14861949,0.0,0.0,0.06691083,0.0,0.0029469442,0.0,0.0,0.0
0.0,0.13638435,0.0,0.0,0.030152084,0.0,0.0,0.15107837,0.0,0.040371474,0.15439476,0.0,0.0,0.0,0.0,0.0,0.0,0.07037285,0.051480155,0.21246582,0.0,0.0,0.0,0.00021107466,0.0,0.1530891,0.0,0.0,0.0
0.04933191,0.0,0.091996394,0.08751168,0.073188506,0.05903282,0.07940482,0.0,0.0,0.068494655,0.0,0.0,0.0,0.052756384,0.0,0.0,0.0,0.0,0.07594373,0.0,0.043496873,0.06354187,0.0,0.0,0.07606669,0.0,0.08701725,0.0,0.092216365
0.0,0.0,0.0,0.018929211,0.013740048,0.013429905,0.002882924,0.08842868,0.118280776,0.023759373,0.01209875,0.0,0.04733083,0.0,0.06677587,0.05157941,0.0,0.0,0.0,0.051159643,0.2434457,0.0,0.0,0.24815892,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.57178336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078226,0.0,0.0,0.0,0.07287824,0.0,0.0,0.0,0.0,0.0,0.34751582,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.25347117,0.0,0.0,0.0,0.0,0.03981953,0.0764887,0.0,0.0,0.0,0.0,0.0751597,0.0,0.0,0.0,0.14830995,0.06718562,0.08102911,0.054319292,0.0,0.0,0.1602258,0.0,0.0,0.0,0.0,0.043991122
0.0,0.0,0.0,0.0,0.0,0.09831251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90168744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.020489374,0.05702315,0.029687032,0.037130233,0.041811474,0.032201186,0.0,0.0,0.04178347,0.0,0.10294573,0.0,0.020646896,0.12234291,0.074527495,0.0,0.0,0.098719224,0.062667266,0.0,0.0,0.0,0.08786727,0.07782651,0.0,0.076970644,0.0,0.015360057
0.011709716,0.0,0.0,0.09429371,0.080771156,0.09370243,0.061759103,0.027850518,0.0,0.042154226,0.06567989,0.017484607,0.0,0.055524323,0.02614445,0.051804073,0.0,0.0,0.0,0.0,0.059345737,0.0,0.0,0.0,0.06550519,0.0,0.024532113,0.0,0.22173876
0.0,0.044796083,0.0,0.0,0.0,0.0,0.007617129,0.2723216,0.014379199,0.036032755,0.0,0.22694807,0.06400922,0.021462986,0.0,0.0,0.0,0.06849069,0.0011375777,0.0,0.011166141,0.08981086,0.052870344,0.0,0.0,0.043356393,0.0,0.045600858,0.0
0.0,0.0,0.015040035,0.0,0.0,0.0,0.0,0.0,0.10368681,0.0,0.0,0.0,0.110417075,0.15111277,0.0,0.13384219,0.0,0.0037483915,0.0,0.11621264,0.0,0.0,0.0,0.3233082,0.0,0.0,0.04263187,0.0,0.0
