0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12190397,0.0,0.0,0.13777694,0.070352525,0.106771894,0.019302377,0.09497073,0.0,0.10395803,0.051924154,0.0,0.09054212,0.09495077,0.10754645,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08395319,0.0,0.0,0.0,0.0,0.23661558,0.12937963,0.11717606,0.0,0.03840888,0.0,0.054591943,0.13865398,0.0,0.05918623,0.035788294,0.10624625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.121720836,0.0,0.21073534,0.0,0.0,0.0,0.0,0.2029507,0.010012572,0.11225619,0.0,0.102591924,0.041470326,0.0,0.10599664,0.092265524,0.0,0.0
0.0,0.12211813,0.0,0.17273648,0.0,0.0,0.0,0.0,0.15730274,0.0,0.048545435,0.0,0.09687474,0.16729768,0.0,0.07674085,0.0,0.15838395,0.0
0.0,0.09402372,0.0,0.13282432,0.0,0.0,0.22167358,0.12704048,0.0,0.0,0.07796778,0.0,0.099228546,0.037393373,0.0,0.09616909,0.054039788,0.05963938,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31872153,0.0,0.0,0.0,0.0,0.0,0.6812785,0.0,0.0
0.0,0.1017384,0.0,0.074232966,0.0,0.0,0.0894112,0.042684864,0.11197433,0.059498906,0.0,0.0,0.0920277,0.0,0.0,0.19004805,0.22001792,0.018365694,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10271948,0.0,0.12681201,0.0,0.0,0.13877381,0.0940277,0.19508402,0.032874193,0.10548966,0.0,0.0,0.0,0.0,0.08653771,0.08929982,0.028381703,0.0
0.0,0.14839774,0.0,0.2295563,0.0,0.0,0.0,0.27215436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34989163,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.108876504,0.0,0.07714244,0.0,0.0,0.08859262,0.041788027,0.115483604,0.025238302,0.22509508,0.0,0.09222306,0.0,0.0,0.0,0.21523546,0.010324835,0.0
0.0,0.09923741,0.0,0.08801561,0.0,0.0,0.07835165,0.0,0.09973425,0.11655505,0.2531549,0.0,0.07652066,0.0,0.0,0.1884305,0.0,0.0,0.0
0.0,0.20973739,0.0,0.18562578,0.0,0.0,0.0,0.17128232,0.07530494,0.0,0.038300566,0.0,0.050553776,0.21969536,0.0,0.04949987,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
