0,1,2,3,4,5
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.28577402,0.0,0.714226
0.7392556,0.24743992,0.01330446,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.028910229,0.0,0.9710898,0.0,0.0,0.0
