0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19170167,0.64477944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13113369,0.0,0.0,0.0,0.0,0.03238518
0.0,0.0,0.31550828,0.0,0.0,0.18855041,0.0,0.0,0.05648764,0.0,0.0,0.03727379,0.0,0.0,0.0,0.0,0.0,0.0,0.40217987,0.0,0.0,0.0,0.0,0.0
0.0,0.061291393,0.0,0.0,0.2258242,0.08903738,0.0,0.0,0.0,0.0,0.0,0.21947113,0.0,0.0,0.0,0.0,0.0,0.24940203,0.15497392,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40387025,0.033123143,0.0,0.0,0.0,0.0,0.0,0.114978924,0.19980362,0.06807893,0.0,0.18014513
0.0,0.0,0.09727442,0.0,0.0,0.1588815,0.0,0.0,0.13494436,0.0,0.15666287,0.3683019,0.0,0.0,0.0,0.0,0.0,0.08393495,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30113047,0.2344779,0.0,0.0,0.0,0.0,0.0,0.08897151,0.0,0.059833348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31558686,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.058520954,0.0,0.06454602,0.0,0.0,0.018530061,0.0,0.0,0.0,0.0417883,0.10199534,0.36282587,0.0,0.0,0.0,0.03810883,0.0,0.0,0.021494903,0.24721627,0.044973377,0.0
0.0,0.0,0.09497742,0.0,0.03503511,0.0,0.0,0.0,0.0,0.0,0.0,0.029389005,0.05882215,0.0,0.0,0.12789804,0.0,0.0954078,0.0,0.0,0.25308934,0.0,0.053528704,0.25185248
0.0,0.0,0.0,0.0,0.0,0.10775625,0.0,0.0,0.0,0.0,0.39554107,0.47721928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019483391
0.21219108,0.0,0.0,0.0,0.0,0.0,0.0,0.06261984,0.0,0.0,0.08114559,0.19992267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046118412,0.10933049,0.07655185,0.071435325,0.14068477
0.23868203,0.0,0.12073551,0.0,0.046073213,0.09422695,0.0,0.0,0.20178528,0.0,0.0,0.17081928,0.0,0.0,0.0,0.1039066,0.0,0.0,0.023771122,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.10034615,0.0,0.30272168,0.0,0.008810885,0.008935708,0.036618173,0.124889575,0.04838126,0.0,0.0,0.0,0.0,0.0,0.0,0.30279028,0.0,0.0,0.022548178,0.0,0.0,0.04395815
0.0,0.0,0.0,0.5328552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27085796,0.0,0.0,0.19628683
0.0,0.0,0.0,0.13458161,0.0,0.0,0.10390329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7224846,0.039030503,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.047291487,0.22295295,0.0,0.0,0.17261758,0.0,0.12628587,0.07453356,0.0850395,0.0,0.0,0.0,0.0,0.0,0.14519085,0.015140796,0.0,0.11094745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.27834564,0.0,0.29420108,0.081635065,0.0,0.0,0.051258836,0.0,0.0,0.29455936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.34117022,0.3161571,0.0,0.0,0.19601294,0.0,0.0,0.08119542,0.0,0.038531344,0.026933035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6976933,0.08343292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21887381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1917828,0.0,0.0,0.0,0.010713621,0.0,0.0,0.0,0.0,0.29294696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50455666
0.018071186,0.0,0.038955074,0.09197628,0.033514127,0.0,0.079519175,0.0,0.0,0.0,0.0,0.0,0.0,0.62760323,0.0,0.04161547,0.008106627,0.035657626,0.0,0.024981223,0.0,0.0,0.0,0.0
0.0,0.0,0.03605117,0.0,0.0077727786,0.0,0.0,0.08241252,0.0,0.0,0.28472242,0.50180036,0.0,0.0,0.0,0.0,0.04421245,0.04302828,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.17494816,0.0,0.0,0.0,0.07900717,0.0,0.0,0.0,0.0,0.23488714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111575,0.0,0.0,0.0
