0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47313562,0.0,0.0,0.0,0.0,0.0,0.28486207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2420023,0.0
0.031646412,0.0,0.0,0.0,0.0,0.054432683,0.0,0.0,0.0,0.0661271,0.2522201,0.0,0.057036493,0.0,0.0,0.054820072,0.09063177,0.026296627,0.029171072,0.0,0.03821469,0.0875066,0.0,0.10066537,0.0,0.0,0.0,0.0,0.0,0.0,0.0709024,0.040328585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34059548,0.0,0.6594045,0.0,0.0
0.060181648,0.0,0.0,0.0,0.0,0.09247115,0.30957046,0.17504779,0.0,0.0,0.24408399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010729114,0.018464532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064376496,0.025074752
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743357,0.039986793,0.1920719,0.0,0.6936056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.040051352,0.027097141,0.1369125,0.1906203,0.0,0.0,0.0,0.0,0.07178227,0.098138474,0.0,0.046512872,0.05708289,0.111900106,0.0,0.09538233,0.0,0.0,0.0,0.0,0.0,0.1062532,0.0,0.0,0.0,0.015106306,0.0,0.0031602518,0.0,0.0,0.0
0.0,0.0,0.0,0.13135767,0.0,0.28847173,0.0,0.10308118,0.0,0.0,0.16586438,0.0,0.0,0.0,0.09852158,0.0,0.0,0.0,0.0,0.0,0.022623505,0.0,0.1201205,0.0,0.0,0.0,0.045692757,0.0,0.0,0.0,0.0,0.02426675
0.040697403,0.0,0.0,0.0,0.0,0.07126059,0.3272202,0.0,0.0,0.0,0.15953618,0.0,0.0,0.0,0.0,0.037108693,0.0,0.0,0.0,0.0,0.110752985,0.078622386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15951027,0.015291311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182693,0.0,0.0,0.0,0.115541734,0.0,0.2522272,0.0,0.01737205,0.23640794,0.06018175,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2076567,0.0,0.0,0.0,0.0,0.14351648,0.19005284,0.0,0.0,0.12496177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13971327,0.0,0.0,0.0,0.097712,0.0,0.0,0.0,0.0,0.09638696
0.0,0.0,0.0,0.0,0.0,0.05839433,0.24031882,0.17031614,0.11216892,0.0,0.0,0.0,0.0,0.0,0.0,0.074963056,0.0,0.034844603,0.0,0.0,0.029104348,0.09617977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13553673,0.04817323
0.0,0.0,0.0,0.0,0.0,0.10536283,0.0,0.0,0.0,0.0,0.8946372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.13976695,0.03359414,0.09430682,0.096285425,0.0,0.0,0.0,0.0,0.09383315,0.0,0.08570697,0.0,0.00400568,0.06987917,0.0,0.08850111,0.0,0.023303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11170537,0.049572725,0.109539315,0.0,0.0,0.0
0.3430334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37788072,0.0,0.0,0.0,0.0,0.0,0.10331182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17577411,0.0
0.019598534,0.01941685,0.0040475302,0.1398745,0.07614869,0.108948566,0.039260317,0.02923611,0.0,0.04915873,0.035715032,0.1017011,0.016306,0.0,0.0,0.0,0.035816003,0.01362957,0.0,0.0,0.03454715,0.0044039,0.10064312,0.0047960975,0.0,0.0,0.04299994,0.0,0.0,0.0,0.030733543,0.09301879
0.5995454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40045458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0689506,0.0,0.0,0.0,0.096008845,0.0,0.0,0.0,0.0,0.13198909,0.104220726,0.0,0.0,0.08129272,0.0,0.0,0.0,0.094962984,0.0,0.0,0.11987853,0.0,0.12750341,0.0,0.0,0.030716583,0.0,0.049939778,0.0,0.094536714,0.0
0.0,0.077161096,0.22282496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26583892,0.0,0.11965524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10545387,0.20906596,0.0,0.0,0.0,0.0
0.25138718,0.0,0.0,0.0,0.0,0.0,0.07437845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2466007,0.0,0.0,0.0,0.0,0.104819015,0.32281467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.06738308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25140855,0.15606116,0.0,0.023175722,0.0,0.039815124,0.0,0.0,0.023136709,0.0,0.0379228,0.0,0.23142456,0.100588195,0.044901133,0.0,0.0,0.024182923,0.0
0.0,0.12879491,0.0,0.16140774,0.032637317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047580857,0.20520611,0.10157492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07896243,0.0,0.0,0.0,0.0083651375,0.0,0.09608453,0.0,0.0,0.13938601
0.065391116,0.0,0.0,0.0,0.0,0.0,0.119907975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20870532,0.0,0.0,0.0,0.0,0.022120386,0.0,0.0,0.32535097,0.0,0.0,0.0,0.0,0.0,0.0,0.25852418,0.0
0.0,0.077306904,0.016125984,0.14178574,0.0,0.0,0.0,0.0,0.0,0.0742802,0.0,0.0,0.0,0.12332787,0.22699039,0.0,0.072967656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15770277,0.0231382,0.04854319,0.037831075,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6177865,0.0,0.0,0.0,0.0,0.0,0.38221347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078498214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215018,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12378116,0.008868879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12911262,0.07119384,0.0,0.0,0.047442004,0.10429648,0.056891665,0.19373456,0.0,0.036738478,0.0,0.03294846,0.0,0.0,0.020071844,0.016050093,0.11543515,0.0,0.025308114,0.018126704
0.0,0.020151183,0.0,0.12200839,0.07538197,0.11073444,0.036664456,0.024791311,0.0,0.069940224,0.045169145,0.08090727,0.014324926,0.0,0.12669301,0.0,0.018710254,0.026682885,0.01748037,0.0,0.0,0.0,0.09504241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015065526,0.1002522
0.0,0.0,0.52549106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07867678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39583212,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17071542,0.0,0.0,0.0,0.0,0.3943913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06524063,0.0590644,0.0,0.14179291,0.0,0.0,0.0,0.0,0.0,0.0,0.05502709,0.11376827
0.0,0.0,0.5350456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4649544,0.0,0.0,0.0,0.0
0.29564005,0.0,0.0,0.0,0.0,0.0,0.09063467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22229616,0.0,0.0,0.0,0.0,0.16412811,0.17527223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05202879
0.043793865,0.0,0.0,0.112610504,0.08009545,0.15659201,0.024863472,0.030771602,0.0,0.0,0.0,0.0,0.0,0.0,0.15851742,0.0,0.0,0.0,0.01899844,0.0,0.10378464,0.0,0.1592131,0.024501294,0.0,0.0,0.050982572,0.0,0.0,0.0,0.035275567,0.0
