species,auc_micro,auc_macro,auc_micro_std,auc_macro_std
Staphylococcus_Haemolyticus,0.930169498273484,0.8719816324520047,0.012233892624944032,0.028904484363340983
Staphylococcus_Capitis,0.9069513975543243,0.845107192956922,0.044232430071517795,0.06438543449162122
Enterococcus_Faecium,0.9705249298859826,0.8233765893028482,0.004619584760697971,0.04548257022665767
Staphylococcus_Epidermidis,0.929760286092477,0.816055003123528,0.0068373145695728044,0.019845088457968632
Klebsiella_Variicola,0.8502162407915552,0.79752837618386,0.01860746512400351,0.0615590516621183
Pseudomonas_Aeruginosa,0.9224270112414793,0.7910545309361506,0.005912588704977141,0.023034655619934546
Stenotrophomonas_Maltophilia,0.9366490359098518,0.7849163802432384,0.013927242137961319,0.05603622652558639
Staphylococcus_Hominis,0.8409216692212876,0.7811369909170949,0.020249952980108357,0.02476399156757691
Proteus_Vulgaris,0.9479884262880318,0.7745203094968245,0.014637399512387074,0.0566278717040335
Streptococcus_Pneumoniae,0.8314404740956262,0.7699542554723863,0.03740574581976818,0.036550260459768606
Staphylococcus_Aureus,0.9014731651201909,0.7679181740851385,0.010889731181970588,0.025181186947752943
Staphylococcus_Lugdunensis,0.8910451400266599,0.767857522511316,0.035063715321952675,0.09508915119760845
Enterococcus_Faecalis,0.9765331493625327,0.7514519778927748,0.00293530167664872,0.019240656082881544
Serratia_Marcescens,0.8983569486332632,0.7501436986463288,0.005128468743301984,0.044992752738346284
Candida_Albicans,0.7762471914789223,0.7264943701668962,0.05817124982912015,0.09712982068838401
Proteus_Mirabilis,0.8823137385730702,0.7043616062370216,0.005413203892415527,0.017038363850942366
Klebsiella_Oxytoca,0.8598095169873627,0.6794231577474624,0.03678398842522175,0.09181662193321986
Enterobacter_Cloacae,0.7931079945852628,0.673322210006603,0.013236260318532983,0.04267249407040052
Campylobacter_Jejuni,0.9156031564785959,0.6728409997388336,0.009399888112588128,0.13846777493151727
Citrobacter_Freundii,0.8264863419709784,0.6642708181901517,0.0259707743078435,0.0515127956506653
Citrobacter_Koseri,0.8383551653593602,0.6487557741063463,0.048050659781565475,0.04578807712678255
Haemophilus_Influenzae,0.7668412607059055,0.6469139113661002,0.03801073477377377,0.08646801783389038
Morganella_Morganii,0.8790660641434609,0.645115789106072,0.019257540115046875,0.025894994110594368
Escherichia_Coli,0.7766081399958578,0.6414507174156318,0.13889030114590661,0.07365772574768455
Klebsiella_Pneumoniae,0.8249551028172096,0.5954350567768915,0.0016335149258828604,0.013495507452212825
