species,auc_micro,auc_macro,auc_micro_std,auc_macro_std
Klebsiella_Pneumoniae,0.9718161561898782,0.8854505017181491,0.00020563012472896158,0.0010053687243379295
Staphylococcus_Capitis,0.948387770736417,0.8802261884859097,0.003356241930997428,0.01739806774018987
Staphylococcus_Epidermidis,0.9829636857606533,0.8791042826431995,0.0006285445788944966,0.009051384268608631
Staphylococcus_Haemolyticus,0.9532500176473502,0.8756862173902473,0.013694375957957972,0.011447397415377758
Escherichia_Coli,0.956579441379159,0.8711921632204171,0.003985145960155312,0.0016590697510455166
Enterobacter_Cloacae,0.9381548504382916,0.870222156561234,0.0015779257775322408,0.007595622973179339
Proteus_Mirabilis,0.965088157685777,0.8681774301112368,0.0008121454864305488,0.00570453447614494
Staphylococcus_Hominis,0.9655403948596196,0.8542987834690298,0.0034271372670436895,0.028217498767969196
Citrobacter_Koseri,0.934085313607605,0.8505326061018788,0.012082903491449417,0.022485020928512234
Pseudomonas_Aeruginosa,0.956319708478875,0.8363024668461463,0.0001819250041706355,0.019454357135180678
Staphylococcus_Aureus,0.9770502056796366,0.8356356058959507,0.0005891491126124304,0.02691907991065512
Klebsiella_Oxytoca,0.9410334548428859,0.8280585221449562,0.01860387027408239,0.005033148581408131
Enterococcus_Faecium,0.9702998146937998,0.8148153007138961,0.0014197341874748748,0.014149265740349803
Citrobacter_Freundii,0.921085076906002,0.8116679170732086,0.0005044952037259742,0.007537575875446789
Serratia_Marcescens,0.9178625251768682,0.7994979685724768,0.010679535628336068,0.017609386786461012
Staphylococcus_Lugdunensis,0.8804860201820084,0.7963318682835607,0.009511987389221044,0.04814675442783545
Morganella_Morganii,0.9379165477208673,0.7741131535302852,0.005526571862603247,0.006348459420221997
Klebsiella_Variicola,0.8224332315727861,0.7681956444030952,0.011652747735794944,0.009354421405726732
Streptococcus_Pneumoniae,0.8193028688172131,0.7325951690873888,0.031345371185523496,0.021249419866987473
Stenotrophomonas_Maltophilia,0.9178013994395086,0.7266258620387294,0.022054773510285952,0.0458205084343547
Enterococcus_Faecalis,0.9841860587241652,0.7136442408196675,0.0008747751794241365,0.014377125648853795
Candida_Albicans,0.7060886952867504,0.6557553040196373,0.0016821639909581076,0.03390893282460378
Campylobacter_Jejuni,0.8945648658159597,0.6334954825343976,0.004503732646488456,0.007014504462911297
Proteus_Vulgaris,0.9203432413881092,0.5667866453001071,0.0033239542361733765,0.07135759710461972
Haemophilus_Influenzae,0.7592444052852101,0.5509378683906339,0.004880325879340397,0.07434640242772861
