model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,antibiotic_auc
implicit_species_no_enrichment,0,28,Daptomycin,3529,0.9104847594564818
implicit_species_no_enrichment,0,29,Doxycycline,156,0.5740131578947367
implicit_species_no_enrichment,0,30,Ertapenem,7256,0.90367485369358
implicit_species_no_enrichment,0,31,Erythromycin,3402,0.8984693182071084
implicit_species_no_enrichment,0,32,Fluconazole,51,0.62
implicit_species_no_enrichment,0,33,Fosfomycin,5947,0.7314748720089363
implicit_species_no_enrichment,0,34,Fusidic acid,2472,0.8570943304666648
implicit_species_no_enrichment,0,35,Gentamicin,8248,0.9081862042672907
implicit_species_no_enrichment,0,36,Gentamicin_high_level,141,0.771571906354515
implicit_species_no_enrichment,0,37,Imipenem,11454,0.9680415757106919
implicit_species_no_enrichment,0,38,Itraconazole,46,0.6791666666666667
implicit_species_no_enrichment,0,39,Levofloxacin,9155,0.8851599381497741
implicit_species_no_enrichment,0,40,Linezolid,3888,0.9327583626940186
implicit_species_no_enrichment,0,41,Meropenem,9736,0.9368447876378133
implicit_species_no_enrichment,0,42,Meropenem_with_meningitis,26,0.6180555555555556
implicit_species_no_enrichment,0,43,Meropenem_without_meningitis,17,1.0
implicit_species_no_enrichment,0,44,Micafungin,52,0.8571428571428571
implicit_species_no_enrichment,0,45,Minocycline,1925,0.8806845877489122
implicit_species_no_enrichment,0,46,Moxifloxacin,196,0.9895120839033288
implicit_species_no_enrichment,0,47,Mupirocin,1644,0.9569287353328885
implicit_species_no_enrichment,0,48,Nitrofurantoin,4290,0.8972954060994284
implicit_species_no_enrichment,0,49,Norfloxacin,4999,0.8620829242049086
implicit_species_no_enrichment,0,50,Oxacillin,3116,0.921478598561932
implicit_species_no_enrichment,0,51,Penicillin,3416,0.9514638758278983
implicit_species_no_enrichment,0,52,Penicillin_with_meningitis,59,0.7230392156862745
implicit_species_no_enrichment,0,53,Penicillin_with_other_infections,59,0.7280219780219779
implicit_species_no_enrichment,0,54,Penicillin_with_pneumonia,59,1.0
implicit_species_no_enrichment,0,55,Piperacillin,3757,0.9138947681192513
implicit_species_no_enrichment,0,56,Piperacillin-Tazobactam,5912,0.8650741874872653
implicit_species_no_enrichment,0,57,Polymyxin B,501,1.0
implicit_species_no_enrichment,0,58,Posaconazole,48,0.40217391304347827
implicit_species_no_enrichment,0,59,Pristinamycin,1333,0.9652561614238108
implicit_species_no_enrichment,0,60,Rifampicin,2294,0.8944986326344576
implicit_species_no_enrichment,0,61,Strepomycin_high_level,12,0.8
implicit_species_no_enrichment,0,62,Teicoplanin,2830,0.9253303658366949
implicit_species_no_enrichment,0,63,Tetracycline,3321,0.9140000891356888
implicit_species_no_enrichment,0,64,Ticarcillin,1720,0.9184344027007998
implicit_species_no_enrichment,0,65,Tigecycline,3683,0.992393772299708
implicit_species_no_enrichment,0,66,Tobramycin,9022,0.8776366870244283
implicit_species_no_enrichment,0,67,Vancomycin,4169,0.963315012393577
implicit_species_no_enrichment,0,68,Voriconazole,53,0.9807692307692307
implicit_species_no_enrichment,1,0,5-Fluorocytosine,73,0.9027777777777778
implicit_species_no_enrichment,1,1,Amikacin,8917,0.8937667290126932
implicit_species_no_enrichment,1,2,Amoxicillin,41,0.8529411764705882
implicit_species_no_enrichment,1,3,Amoxicillin-Clavulanic acid,5737,0.9193185538519503
implicit_species_no_enrichment,1,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,17,0.9666666666666667
implicit_species_no_enrichment,1,5,Ampicillin,4266,0.95189282091456
implicit_species_no_enrichment,1,6,Anidulafungin,74,0.6171310629514964
implicit_species_no_enrichment,1,7,Azithromycin,35,0.5384615384615385
implicit_species_no_enrichment,1,8,Aztreonam,4334,0.8499808454611808
implicit_species_no_enrichment,1,9,Benzylpenicillin,140,0.9102564102564102
implicit_species_no_enrichment,1,10,Caspofungin,74,0.9321428571428572
implicit_species_no_enrichment,1,11,Cefazolin,1972,0.9437183056472809
implicit_species_no_enrichment,1,12,Cefepime,10149,0.8948148462728454
implicit_species_no_enrichment,1,13,Cefixime,2987,0.7815389928639935
implicit_species_no_enrichment,1,14,Cefotaxime,3914,0.8841530425651332
implicit_species_no_enrichment,1,15,Cefoxitin,1301,0.9633591382391793
implicit_species_no_enrichment,1,16,Cefpodoxime,1283,0.9204350439962835
implicit_species_no_enrichment,1,17,Ceftazidime,7734,0.846621402775306
implicit_species_no_enrichment,1,18,Ceftolozane-Tazobactam,21,0.4888888888888889
implicit_species_no_enrichment,1,19,Ceftriaxone,5337,0.91143321740967
implicit_species_no_enrichment,1,20,Cefuroxime,6803,0.8911991301176944
implicit_species_no_enrichment,1,21,Chloramphenicol,1574,0.9487874661359327
implicit_species_no_enrichment,1,22,Ciprofloxacin,12253,0.8692274461698242
implicit_species_no_enrichment,1,23,Clarithromycin,269,0.7029743422127798
implicit_species_no_enrichment,1,24,Clindamycin,3353,0.9021834264933424
implicit_species_no_enrichment,1,25,Colistin,7730,0.9798929629547125
implicit_species_no_enrichment,1,26,Cotrimoxazol,290,0.809248039914469
implicit_species_no_enrichment,1,27,Cotrimoxazole,5544,0.8560412610392634
implicit_species_no_enrichment,1,28,Daptomycin,3547,0.7463454442236729
implicit_species_no_enrichment,1,29,Doxycycline,171,0.45679012345679015
implicit_species_no_enrichment,1,30,Ertapenem,7258,0.936500289731479
implicit_species_no_enrichment,1,31,Erythromycin,3453,0.895685754518193
implicit_species_no_enrichment,1,32,Fluconazole,74,0.7565217391304349
implicit_species_no_enrichment,1,33,Fosfomycin,6008,0.7540140102046438
implicit_species_no_enrichment,1,34,Fusidic acid,2522,0.8808861301369865
implicit_species_no_enrichment,1,35,Gentamicin,8376,0.9124658371395002
implicit_species_no_enrichment,1,36,Gentamicin_high_level,119,0.69812734082397
implicit_species_no_enrichment,1,37,Imipenem,11492,0.9708272171934386
implicit_species_no_enrichment,1,38,Itraconazole,72,0.6192959582790092
implicit_species_no_enrichment,1,39,Levofloxacin,9073,0.8823217580208156
implicit_species_no_enrichment,1,40,Linezolid,3827,0.8944095312909138
implicit_species_no_enrichment,1,41,Meropenem,9788,0.949235339969653
implicit_species_no_enrichment,1,42,Meropenem_with_meningitis,27,0.38888888888888884
implicit_species_no_enrichment,1,43,Micafungin,74,0.8651960784313726
implicit_species_no_enrichment,1,44,Minocycline,1955,0.8800404462097947
implicit_species_no_enrichment,1,45,Moxifloxacin,159,0.9926915322580646
implicit_species_no_enrichment,1,46,Mupirocin,1683,0.9465855085419803
implicit_species_no_enrichment,1,47,Nitrofurantoin,4222,0.9021883882308745
implicit_species_no_enrichment,1,48,Norfloxacin,4927,0.8623039163759563
implicit_species_no_enrichment,1,49,Oxacillin,3152,0.9323064757712937
implicit_species_no_enrichment,1,50,Penicillin,3445,0.9471291852616
implicit_species_no_enrichment,1,51,Penicillin_with_meningitis,62,0.7252747252747254
implicit_species_no_enrichment,1,52,Penicillin_with_other_infections,62,0.7700534759358288
implicit_species_no_enrichment,1,53,Penicillin_with_pneumonia,62,0.85
implicit_species_no_enrichment,1,54,Piperacillin,3835,0.9240355754144212
implicit_species_no_enrichment,1,55,Piperacillin-Tazobactam,5893,0.8882140509946534
implicit_species_no_enrichment,1,56,Polymyxin B,516,1.0
implicit_species_no_enrichment,1,57,Posaconazole,73,0.7705882352941176
implicit_species_no_enrichment,1,58,Pristinamycin,1304,0.9669658997486252
implicit_species_no_enrichment,1,59,Rifampicin,2366,0.8772357339900211
implicit_species_no_enrichment,1,60,Strepomycin_high_level,14,0.2888888888888889
implicit_species_no_enrichment,1,61,Teicoplanin,2793,0.9365471398951092
implicit_species_no_enrichment,1,62,Tetracycline,3328,0.9133573796584893
implicit_species_no_enrichment,1,63,Ticarcillin,1766,0.9129940756150506
implicit_species_no_enrichment,1,64,Tigecycline,3688,0.9936791901804658
implicit_species_no_enrichment,1,65,Tobramycin,9055,0.8896019515614356
implicit_species_no_enrichment,1,66,Vancomycin,4145,0.9519186991869918
implicit_species_no_enrichment,1,67,Voriconazole,73,0.786231884057971
implicit_species_no_enrichment,2,0,5-Fluorocytosine,58,0.9122807017543859
implicit_species_no_enrichment,2,1,Amikacin,8802,0.8947991505357231
implicit_species_no_enrichment,2,2,Amoxicillin,42,0.9070294784580499
implicit_species_no_enrichment,2,3,Amoxicillin-Clavulanic acid,5820,0.9055716090916887
implicit_species_no_enrichment,2,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,15,0.9400000000000001
implicit_species_no_enrichment,2,5,Ampicillin,4212,0.9606186857342742
implicit_species_no_enrichment,2,6,Anidulafungin,62,0.6619047619047619
implicit_species_no_enrichment,2,7,Azithromycin,45,0.731111111111111
implicit_species_no_enrichment,2,8,Aztreonam,4173,0.8459539326902653
implicit_species_no_enrichment,2,9,Benzylpenicillin,142,0.8524436090225564
implicit_species_no_enrichment,2,10,Caspofungin,64,1.0
implicit_species_no_enrichment,2,11,Cefazolin,1942,0.9287373093176663
implicit_species_no_enrichment,2,12,Cefepime,9968,0.8798746781700123
implicit_species_no_enrichment,2,13,Cefixime,2913,0.7799979683055669
implicit_species_no_enrichment,2,14,Cefotaxime,3748,0.8867614668358305
implicit_species_no_enrichment,2,15,Cefoxitin,1197,0.9482734280147951
implicit_species_no_enrichment,2,16,Cefpodoxime,1323,0.9032304053055105
implicit_species_no_enrichment,2,17,Ceftazidime,7626,0.8364752364587849
implicit_species_no_enrichment,2,18,Ceftolozane-Tazobactam,21,0.7407407407407407
implicit_species_no_enrichment,2,19,Ceftriaxone,5427,0.8880391964485406
implicit_species_no_enrichment,2,20,Cefuroxime,6671,0.8781450401772595
implicit_species_no_enrichment,2,21,Chloramphenicol,1534,0.9542580316165222
implicit_species_no_enrichment,2,22,Ciprofloxacin,12152,0.8749524150283886
implicit_species_no_enrichment,2,23,Clarithromycin,277,0.7466251298027
implicit_species_no_enrichment,2,24,Clindamycin,3393,0.8878987161936351
implicit_species_no_enrichment,2,25,Colistin,7609,0.9756516779191068
implicit_species_no_enrichment,2,26,Cotrimoxazol,298,0.8138020833333333
implicit_species_no_enrichment,2,27,Cotrimoxazole,5643,0.8639972692962444
implicit_species_no_enrichment,2,28,Daptomycin,3593,0.8920839332373487
implicit_species_no_enrichment,2,29,Doxycycline,166,0.5426774483378257
implicit_species_no_enrichment,2,30,Ertapenem,7205,0.9232427461706256
implicit_species_no_enrichment,2,31,Erythromycin,3507,0.8941977186212173
implicit_species_no_enrichment,2,32,Fluconazole,62,0.9672131147540983
implicit_species_no_enrichment,2,33,Fosfomycin,5901,0.756386774022351
implicit_species_no_enrichment,2,34,Fusidic acid,2535,0.8552728395302241
implicit_species_no_enrichment,2,35,Gentamicin,8265,0.9138943223875895
implicit_species_no_enrichment,2,36,Gentamicin_high_level,140,0.7686207873123762
implicit_species_no_enrichment,2,37,Imipenem,11485,0.9647860164912732
implicit_species_no_enrichment,2,38,Itraconazole,56,0.7307692307692308
implicit_species_no_enrichment,2,39,Levofloxacin,9167,0.8900716173809888
implicit_species_no_enrichment,2,40,Linezolid,3965,0.9131476793248945
implicit_species_no_enrichment,2,41,Meropenem,9688,0.9280860310580028
implicit_species_no_enrichment,2,42,Meropenem_with_meningitis,23,0.5
implicit_species_no_enrichment,2,43,Micafungin,62,0.8983050847457626
implicit_species_no_enrichment,2,44,Minocycline,1938,0.884348397363553
implicit_species_no_enrichment,2,45,Moxifloxacin,175,0.977793957044048
implicit_species_no_enrichment,2,46,Mupirocin,1653,0.9674422899353646
implicit_species_no_enrichment,2,47,Nitrofurantoin,4235,0.9089289254378946
implicit_species_no_enrichment,2,48,Norfloxacin,5007,0.8736179082834875
implicit_species_no_enrichment,2,49,Oxacillin,3157,0.9149553822152886
implicit_species_no_enrichment,2,50,Penicillin,3495,0.9536904632010217
implicit_species_no_enrichment,2,51,Penicillin_with_meningitis,54,0.622889305816135
implicit_species_no_enrichment,2,52,Penicillin_with_other_infections,54,0.6031746031746033
implicit_species_no_enrichment,2,53,Penicillin_with_pneumonia,54,0.7019230769230769
implicit_species_no_enrichment,2,54,Piperacillin,3680,0.8978938949613436
implicit_species_no_enrichment,2,55,Piperacillin-Tazobactam,5915,0.8644634150349979
implicit_species_no_enrichment,2,56,Polymyxin B,505,0.9987148594377511
implicit_species_no_enrichment,2,57,Posaconazole,61,0.33333333333333337
implicit_species_no_enrichment,2,58,Pristinamycin,1358,0.9665824114499556
implicit_species_no_enrichment,2,59,Rifampicin,2354,0.9127187157801543
implicit_species_no_enrichment,2,60,Strepomycin_high_level,21,0.6730769230769231
implicit_species_no_enrichment,2,61,Teicoplanin,2891,0.9307435845625378
implicit_species_no_enrichment,2,62,Tetracycline,3378,0.907144594923364
implicit_species_no_enrichment,2,63,Ticarcillin,1676,0.915196060933275
implicit_species_no_enrichment,2,64,Tigecycline,3713,0.991997396663479
implicit_species_no_enrichment,2,65,Tobramycin,8954,0.8960298930609785
implicit_species_no_enrichment,2,66,Vancomycin,4271,0.9856393105222536
implicit_species_no_enrichment,2,67,Voriconazole,62,0.42622950819672134
implicit_species_no_enrichment,3,0,Amikacin,8823,0.8829504304049421
implicit_species_no_enrichment,3,1,Amoxicillin,51,0.906832298136646
implicit_species_no_enrichment,3,2,Amoxicillin-Clavulanic acid,5725,0.9163405355308734
implicit_species_no_enrichment,3,3,Amoxicillin-Clavulanic acid_uncomplicated_HWI,19,0.6
implicit_species_no_enrichment,3,4,Ampicillin,4313,0.9518636817864845
implicit_species_no_enrichment,3,5,Anidulafungin,54,0.7341269841269841
implicit_species_no_enrichment,3,6,Azithromycin,40,0.796875
implicit_species_no_enrichment,3,7,Aztreonam,4371,0.8568555553572292
implicit_species_no_enrichment,3,8,Benzylpenicillin,128,0.8471428571428571
implicit_species_no_enrichment,3,9,Caspofungin,58,0.9811320754716981
implicit_species_no_enrichment,3,10,Cefazolin,1929,0.9286824784136611
implicit_species_no_enrichment,3,11,Cefepime,10035,0.892240286066577
implicit_species_no_enrichment,3,12,Cefixime,2989,0.7822344128913279
implicit_species_no_enrichment,3,13,Cefotaxime,3940,0.8933875681782699
implicit_species_no_enrichment,3,14,Cefoxitin,1292,0.9533851330443659
implicit_species_no_enrichment,3,15,Cefpodoxime,1199,0.8967465538847118
implicit_species_no_enrichment,3,16,Ceftazidime,7704,0.85514331441874
implicit_species_no_enrichment,3,17,Ceftolozane-Tazobactam,21,0.9333333333333333
implicit_species_no_enrichment,3,18,Ceftriaxone,5315,0.9044024760441811
implicit_species_no_enrichment,3,19,Cefuroxime,6829,0.8757831621428376
implicit_species_no_enrichment,3,20,Chloramphenicol,1588,0.952495279252912
implicit_species_no_enrichment,3,21,Ciprofloxacin,12182,0.8684376057892954
implicit_species_no_enrichment,3,22,Clarithromycin,255,0.7803487592219986
implicit_species_no_enrichment,3,23,Clindamycin,3291,0.8887353375622309
implicit_species_no_enrichment,3,24,Colistin,7688,0.9716750125092148
implicit_species_no_enrichment,3,25,Cotrimoxazol,278,0.8975211189585931
implicit_species_no_enrichment,3,26,Cotrimoxazole,5542,0.8605201834464111
implicit_species_no_enrichment,3,27,Daptomycin,3499,0.8949640287769783
implicit_species_no_enrichment,3,28,Doxycycline,170,0.7031250000000001
implicit_species_no_enrichment,3,29,Ertapenem,7306,0.9235453774385071
implicit_species_no_enrichment,3,30,Erythromycin,3406,0.88960223934418
implicit_species_no_enrichment,3,31,Fluconazole,57,0.9
implicit_species_no_enrichment,3,32,Fosfomycin,6020,0.7433945426606771
implicit_species_no_enrichment,3,33,Fusidic acid,2495,0.8496104938441791
implicit_species_no_enrichment,3,34,Gentamicin,8366,0.9078794795422971
implicit_species_no_enrichment,3,35,Gentamicin_high_level,124,0.8291666666666667
implicit_species_no_enrichment,3,36,Imipenem,11428,0.967524407791808
implicit_species_no_enrichment,3,37,Itraconazole,51,0.6038961038961038
implicit_species_no_enrichment,3,38,Levofloxacin,9067,0.8778273624423144
implicit_species_no_enrichment,3,39,Linezolid,3828,0.8754804332634522
implicit_species_no_enrichment,3,40,Meropenem,9704,0.9448871971508743
implicit_species_no_enrichment,3,41,Meropenem_with_meningitis,28,0.8260869565217391
implicit_species_no_enrichment,3,42,Meropenem_without_meningitis,21,1.0
implicit_species_no_enrichment,3,43,Micafungin,54,0.9583333333333334
implicit_species_no_enrichment,3,44,Minocycline,1929,0.8753037115647779
implicit_species_no_enrichment,3,45,Moxifloxacin,173,0.9808857808857809
implicit_species_no_enrichment,3,46,Mupirocin,1616,0.959555387141594
implicit_species_no_enrichment,3,47,Nitrofurantoin,4211,0.9022681019258262
implicit_species_no_enrichment,3,48,Norfloxacin,4954,0.8560526871984615
implicit_species_no_enrichment,3,49,Oxacillin,3079,0.9181886231497567
implicit_species_no_enrichment,3,50,Penicillin,3455,0.9438432828491169
implicit_species_no_enrichment,3,51,Penicillin_with_meningitis,37,0.7875
implicit_species_no_enrichment,3,52,Penicillin_with_other_infections,37,0.7875000000000001
implicit_species_no_enrichment,3,53,Penicillin_with_pneumonia,37,1.0
implicit_species_no_enrichment,3,54,Piperacillin,3796,0.9279122656088195
implicit_species_no_enrichment,3,55,Piperacillin-Tazobactam,5768,0.8849541485628343
implicit_species_no_enrichment,3,56,Polymyxin B,524,1.0
implicit_species_no_enrichment,3,57,Posaconazole,51,0.98
implicit_species_no_enrichment,3,58,Pristinamycin,1295,0.9725425312602354
implicit_species_no_enrichment,3,59,Rifampicin,2321,0.8733962249750038
implicit_species_no_enrichment,3,60,Strepomycin_high_level,18,0.7384615384615385
implicit_species_no_enrichment,3,61,Teicoplanin,2790,0.9585608856088561
implicit_species_no_enrichment,3,62,Tetracycline,3294,0.9066658329897673
implicit_species_no_enrichment,3,63,Ticarcillin,1814,0.9243275205333867
implicit_species_no_enrichment,3,64,Tigecycline,3680,0.994074872797843
implicit_species_no_enrichment,3,65,Tobramycin,8998,0.8854836696013662
implicit_species_no_enrichment,3,66,Vancomycin,4127,0.9457455495672056
implicit_species_no_enrichment,3,67,Voriconazole,56,1.0
implicit_species_no_enrichment,4,0,5-Fluorocytosine,63,0.5
implicit_species_no_enrichment,4,1,Amikacin,8944,0.8795415456652833
implicit_species_no_enrichment,4,2,Amoxicillin,33,0.8639705882352942
implicit_species_no_enrichment,4,3,Amoxicillin-Clavulanic acid,5677,0.911462322830148
implicit_species_no_enrichment,4,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,13,0.9722222222222222
implicit_species_no_enrichment,4,5,Ampicillin,4247,0.966065867974265
implicit_species_no_enrichment,4,6,Anidulafungin,63,0.6180758017492711
implicit_species_no_enrichment,4,7,Azithromycin,40,0.6813186813186813
implicit_species_no_enrichment,4,8,Aztreonam,4324,0.8413764270915983
implicit_species_no_enrichment,4,9,Benzylpenicillin,134,0.9508086253369272
implicit_species_no_enrichment,4,10,Caspofungin,66,0.9032258064516129
implicit_species_no_enrichment,4,11,Cefazolin,1854,0.9232368349082404
implicit_species_no_enrichment,4,12,Cefepime,10036,0.8829009235686217
implicit_species_no_enrichment,4,13,Cefixime,3028,0.7589117257547137
implicit_species_no_enrichment,4,14,Cefotaxime,3898,0.8758914032230894
implicit_species_no_enrichment,4,15,Cefoxitin,1210,0.9625796511676588
implicit_species_no_enrichment,4,16,Cefpodoxime,1277,0.9199046660026488
implicit_species_no_enrichment,4,17,Ceftazidime,7747,0.8379024496856401
implicit_species_no_enrichment,4,18,Ceftazidime-Avibactam,7,0.6666666666666667
implicit_species_no_enrichment,4,19,Ceftobiprole,5,1.0
implicit_species_no_enrichment,4,20,Ceftolozane-Tazobactam,13,0.5
implicit_species_no_enrichment,4,21,Ceftriaxone,5322,0.9012660558388181
implicit_species_no_enrichment,4,22,Cefuroxime,6755,0.8801278784758435
implicit_species_no_enrichment,4,23,Chloramphenicol,1570,0.9449670983413315
implicit_species_no_enrichment,4,24,Ciprofloxacin,12231,0.8778809529504012
implicit_species_no_enrichment,4,25,Clarithromycin,247,0.6983214741835432
implicit_species_no_enrichment,4,26,Clindamycin,3303,0.8982207484450724
implicit_species_no_enrichment,4,27,Colistin,7746,0.9812544585754773
implicit_species_no_enrichment,4,28,Cotrimoxazol,268,0.8983477011494252
implicit_species_no_enrichment,4,29,Cotrimoxazole,5518,0.8656472640915038
implicit_species_no_enrichment,4,30,Daptomycin,3530,0.8925733227959255
implicit_species_no_enrichment,4,31,Doxycycline,159,0.6793611793611793
implicit_species_no_enrichment,4,32,Ertapenem,7313,0.9264644721752937
implicit_species_no_enrichment,4,33,Erythromycin,3438,0.896179405679259
implicit_species_no_enrichment,4,34,Fluconazole,62,0.7192982456140351
implicit_species_no_enrichment,4,35,Fosfomycin,6095,0.7373811290497697
implicit_species_no_enrichment,4,36,Fusidic acid,2429,0.8476850085828724
implicit_species_no_enrichment,4,37,Gentamicin,8379,0.9130791602920464
implicit_species_no_enrichment,4,38,Gentamicin_high_level,122,0.7712585034013605
implicit_species_no_enrichment,4,39,Imipenem,11516,0.9701181206957903
implicit_species_no_enrichment,4,40,Itraconazole,58,0.6281179138321995
implicit_species_no_enrichment,4,41,Levofloxacin,9180,0.8900584721709597
implicit_species_no_enrichment,4,42,Linezolid,3850,0.8794943168638367
implicit_species_no_enrichment,4,43,Meropenem,9718,0.940671933752092
implicit_species_no_enrichment,4,44,Meropenem_with_meningitis,22,0.6190476190476191
implicit_species_no_enrichment,4,45,Meropenem_without_meningitis,9,1.0
implicit_species_no_enrichment,4,46,Micafungin,65,0.8220338983050848
implicit_species_no_enrichment,4,47,Minocycline,2024,0.876271673293617
implicit_species_no_enrichment,4,48,Moxifloxacin,195,0.9753668763102725
implicit_species_no_enrichment,4,49,Mupirocin,1632,0.954509254682265
implicit_species_no_enrichment,4,50,Nitrofurantoin,4312,0.8946060269739455
implicit_species_no_enrichment,4,51,Norfloxacin,5059,0.8696232458559536
implicit_species_no_enrichment,4,52,Oxacillin,3056,0.913610070189276
implicit_species_no_enrichment,4,53,Penicillin,3443,0.9509674892407063
implicit_species_no_enrichment,4,54,Penicillin_with_meningitis,43,0.5852272727272727
implicit_species_no_enrichment,4,55,Penicillin_with_other_infections,44,0.6031746031746031
implicit_species_no_enrichment,4,56,Penicillin_with_pneumonia,44,0.6461538461538462
implicit_species_no_enrichment,4,57,Piperacillin,3823,0.9247449754083429
implicit_species_no_enrichment,4,58,Piperacillin-Tazobactam,5791,0.8686599759399558
implicit_species_no_enrichment,4,59,Polymyxin B,551,1.0
implicit_species_no_enrichment,4,60,Posaconazole,59,0.6363636363636364
implicit_species_no_enrichment,4,61,Pristinamycin,1401,0.9604904744101201
implicit_species_no_enrichment,4,62,Rifampicin,2248,0.8765726729329155
implicit_species_no_enrichment,4,63,Strepomycin_high_level,16,0.5
implicit_species_no_enrichment,4,64,Teicoplanin,2829,0.9340258101076708
implicit_species_no_enrichment,4,65,Tetracycline,3312,0.9079537074136661
implicit_species_no_enrichment,4,66,Ticarcillin,1704,0.9283266511922348
implicit_species_no_enrichment,4,67,Tigecycline,3560,0.9962375466329136
implicit_species_no_enrichment,4,68,Tobramycin,9117,0.8784801283967966
implicit_species_no_enrichment,4,69,Vancomycin,4129,0.9698275862068965
implicit_species_no_enrichment,4,70,Voriconazole,65,0.6904761904761905
