species,auc_micro,auc_macro,auc_micro_std,auc_macro_std
Staphylococcus_Haemolyticus,0.8997094143881857,0.8425571656210966,0.0040115673529789175,0.007500546943293163
Staphylococcus_Capitis,0.9104897262288176,0.8406062321365508,0.005572394302974681,0.013633150519012427
Enterococcus_Faecium,0.9637176824786625,0.7840125274188916,0.0027600660056062987,0.027125461886306657
Staphylococcus_Hominis,0.8124673647686795,0.7673601410168058,0.018793752524083718,0.005249801593005976
Staphylococcus_Epidermidis,0.8908714016769983,0.7525964732116177,0.006667174940407805,0.0005460160664450542
Pseudomonas_Aeruginosa,0.9022218508062689,0.7475233778783223,0.002767809818533473,0.01938412505860604
Klebsiella_Variicola,0.7947086672491079,0.7251994067304761,0.004691168359734821,0.00863778255581188
Candida_Albicans,0.753553369877265,0.7207506856950852,0.03303863347211755,0.04269230140619801
Streptococcus_Pneumoniae,0.7790325238757172,0.7075439487286337,0.02794470680930944,0.007217944963498868
Staphylococcus_Aureus,0.8779011420370099,0.7049168445532937,0.00045837503381185307,0.00011822867337263343
Stenotrophomonas_Maltophilia,0.9137594726639722,0.6961349814247291,0.008107152313694355,0.020700620030997652
Staphylococcus_Lugdunensis,0.8510572928165896,0.6943167576931467,0.011349198878604916,0.020356757793040137
Proteus_Mirabilis,0.8649167531627429,0.6791490238651208,0.009487137501577203,8.303357601563421e-05
Serratia_Marcescens,0.8714009739427293,0.6759730956254665,0.0026300223678347723,0.012940827507119224
Campylobacter_Jejuni,0.89515012934432,0.6726043029533627,0.0008285814776787248,0.01995529198786561
Klebsiella_Oxytoca,0.8656587390631182,0.6698681363868628,0.026706246672595246,0.03966465801972652
Proteus_Vulgaris,0.93572075577453,0.657463365034312,0.002267967299276641,0.08869922591430651
Enterococcus_Faecalis,0.9672612520682609,0.6525311198609078,0.0037350806774031353,0.006407360361137426
Enterobacter_Cloacae,0.7946660678551517,0.6373825238235287,0.009273239508341136,0.03786044220550716
Citrobacter_Koseri,0.8719409492315582,0.6327847025283974,0.012126311607023434,0.03379743627125931
Klebsiella_Pneumoniae,0.7794359342007997,0.630135781458871,0.006676678214919185,0.007159017621848784
Citrobacter_Freundii,0.8166552435806532,0.6242245516535271,0.012073186456294405,0.028952091428369298
Escherichia_Coli,0.7971564575299106,0.6227498478393657,0.001976871343973119,0.010181989325394936
Morganella_Morganii,0.8690833671739571,0.6172787366132104,0.006685368811046477,0.0004801848367193551
Haemophilus_Influenzae,0.7762675257081975,0.5960462444664809,0.023803996126753546,0.01744697624923247
