model_mode,species,antibiotic,mean_species_antibiotic_auc,std_species_antibiotic_auc,mean_n_val_pairs,mean_n_susceptible,mean_n_resistant,n_folds,n_folds_with_valid_auc
implicit_species_no_enrichment,Campylobacter_Jejuni,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Amikacin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Amoxicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Amoxicillin-Clavulanic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ampicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Anidulafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Azithromycin,0.9444444444444444,,10.4,10.2,0.2,5,1
implicit_species_no_enrichment,Campylobacter_Jejuni,Aztreonam,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Benzylpenicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Caspofungin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefazolin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefepime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefixime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefotaxime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefoxitin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefpodoxime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ceftazidime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ceftobiprole,,,0.0,,,1,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ceftriaxone,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cefuroxime,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Chloramphenicol,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ciprofloxacin,0.7314739163274903,0.040326152652436366,93.4,36.0,57.4,5,5
implicit_species_no_enrichment,Campylobacter_Jejuni,Clarithromycin,0.7777777777777778,,10.4,10.2,0.2,5,1
implicit_species_no_enrichment,Campylobacter_Jejuni,Clindamycin,,,1.6,0.0,2.0,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Colistin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cotrimoxazol,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Cotrimoxazole,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Daptomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Doxycycline,,,1.0,1.25,0.0,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Ertapenem,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Erythromycin,0.6703104734603694,0.19657753007535397,93.4,90.8,2.6,5,5
implicit_species_no_enrichment,Campylobacter_Jejuni,Fluconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Fosfomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Fusidic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Gentamicin,,,0.6,1.0,0.0,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Imipenem,,,0.2,1.0,0.0,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Itraconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Levofloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Linezolid,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Meropenem,,,0.6,1.0,0.0,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Micafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Minocycline,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Moxifloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Mupirocin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Nitrofurantoin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Norfloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Oxacillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Penicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Piperacillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Piperacillin-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Polymyxin B,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Posaconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Pristinamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Rifampicin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Teicoplanin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Tetracycline,0.7468484848484849,0.217258314893277,12.0,6.0,6.0,5,5
implicit_species_no_enrichment,Campylobacter_Jejuni,Ticarcillin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Tigecycline,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Tobramycin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Vancomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Campylobacter_Jejuni,Voriconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,5-Fluorocytosine,0.6985562865497076,0.24148219214870573,60.75,59.75,1.0,4,4
implicit_species_no_enrichment,Candida_Albicans,Amikacin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Amoxicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Amoxicillin-Clavulanic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ampicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Anidulafungin,0.6668460127447933,0.051739123577129495,60.8,45.8,15.0,5,5
implicit_species_no_enrichment,Candida_Albicans,Azithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Aztreonam,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Benzylpenicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Caspofungin,0.9633001478132336,0.04356443273195629,63.0,59.6,3.4,5,5
implicit_species_no_enrichment,Candida_Albicans,Cefazolin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefepime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefixime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefotaxime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefoxitin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefpodoxime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ceftazidime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_no_enrichment,Candida_Albicans,Ceftobiprole,,,0.0,,,1,0
implicit_species_no_enrichment,Candida_Albicans,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ceftriaxone,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cefuroxime,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Chloramphenicol,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ciprofloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Clarithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Clindamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Colistin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cotrimoxazol,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Cotrimoxazole,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Daptomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Doxycycline,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ertapenem,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Erythromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Fluconazole,0.7926066198997137,0.14008037668464246,61.2,58.4,2.8,5,5
implicit_species_no_enrichment,Candida_Albicans,Fosfomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Fusidic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Gentamicin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Imipenem,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Itraconazole,0.652249174688642,0.052192437810989,56.6,48.8,7.8,5,5
implicit_species_no_enrichment,Candida_Albicans,Levofloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Linezolid,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Meropenem,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_no_enrichment,Candida_Albicans,Micafungin,0.880202250391682,0.05141171250713002,61.4,56.6,4.8,5,5
implicit_species_no_enrichment,Candida_Albicans,Minocycline,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Moxifloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Mupirocin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Nitrofurantoin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Norfloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Oxacillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Penicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Piperacillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Piperacillin-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Polymyxin B,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Posaconazole,0.624491823606913,0.26555116491178665,58.4,55.8,2.6,5,5
implicit_species_no_enrichment,Candida_Albicans,Pristinamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Rifampicin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Teicoplanin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Tetracycline,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Ticarcillin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Tigecycline,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Tobramycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Vancomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Candida_Albicans,Voriconazole,0.7767413627000227,0.23551119939384282,61.8,60.0,1.8,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_no_enrichment,Citrobacter_Freundii,Amikacin,0.6962378192490724,0.11376709719049784,122.4,116.6,5.8,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Amoxicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Amoxicillin-Clavulanic acid,0.4588235294117647,,92.8,0.2,92.6,5,1
implicit_species_no_enrichment,Citrobacter_Freundii,Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.625,0.47871355387816905,2.8,0.8,2.0,5,4
implicit_species_no_enrichment,Citrobacter_Freundii,Ampicillin,,,47.6,0.0,47.6,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Anidulafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Azithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Aztreonam,0.5914264899060221,0.047160968268390925,33.4,22.0,11.4,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Benzylpenicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Caspofungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Cefazolin,,,0.2,0.0,1.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Cefepime,0.634907326795318,0.1358702801928537,124.4,120.0,4.4,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Cefixime,0.5911918099788068,0.07367660850783582,32.4,19.8,12.6,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Cefotaxime,0.6025419247419248,0.050548388993129814,32.6,21.2,11.4,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Cefoxitin,,,36.2,0.0,36.2,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Cefpodoxime,,,39.4,0.0,39.4,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ceftazidime,0.6263945531127508,0.05396482782822764,125.0,84.8,40.2,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ceftobiprole,,,0.0,,,1,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ceftriaxone,0.6588061044043791,0.04598807064856481,95.2,64.2,31.0,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Cefuroxime,0.6103235653235652,0.10158223474614057,15.8,10.0,5.8,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Chloramphenicol,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ciprofloxacin,0.6882102127482336,0.087933955243307,128.8,120.0,8.8,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Clarithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Clindamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Colistin,0.8152043417886313,0.1385043828515107,114.2,111.6,2.6,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Cotrimoxazol,,,3.0,3.0,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Cotrimoxazole,0.6252349520347994,0.1271720256891538,92.6,86.4,6.2,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Daptomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Doxycycline,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ertapenem,0.7819763420919165,0.3422541569942421,118.2,117.4,0.8,5,3
implicit_species_no_enrichment,Citrobacter_Freundii,Erythromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Fluconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Fosfomycin,0.6207551950350443,0.2579478523223023,42.2,37.8,4.4,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Fusidic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Gentamicin,0.6621468926553672,0.26426670682508263,47.6,44.8,2.8,5,4
implicit_species_no_enrichment,Citrobacter_Freundii,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Imipenem,0.6388516613030712,0.2646777733552291,122.6,121.4,1.2,5,4
implicit_species_no_enrichment,Citrobacter_Freundii,Itraconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Levofloxacin,0.6977523311191229,0.08330522761109538,111.6,103.4,8.2,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Linezolid,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Meropenem,0.7675133437642176,0.3121546227413813,114.8,114.0,0.8,5,3
implicit_species_no_enrichment,Citrobacter_Freundii,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_no_enrichment,Citrobacter_Freundii,Micafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Minocycline,,,0.2,1.0,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Moxifloxacin,,,0.2,0.0,1.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Mupirocin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Nitrofurantoin,,,12.8,12.8,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Norfloxacin,0.7211679873321896,0.11634105423581867,69.6,63.6,6.0,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Oxacillin,,,0.4,1.0,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Penicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Piperacillin,0.5729964083535511,0.062227934913518995,32.6,20.2,12.4,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Piperacillin-Tazobactam,0.616526551933667,0.030999577463833892,88.4,61.2,27.2,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Polymyxin B,,,11.4,11.4,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Posaconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Pristinamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Rifampicin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Teicoplanin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Tetracycline,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Ticarcillin,0.5384696998907526,0.08063925448819036,32.4,18.8,13.6,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Tigecycline,,,30.8,30.8,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Tobramycin,0.7066400245111035,0.06942737153426108,112.2,103.0,9.2,5,5
implicit_species_no_enrichment,Citrobacter_Freundii,Vancomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Freundii,Voriconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_no_enrichment,Citrobacter_Koseri,Amikacin,0.5730304692003768,0.4719789966994964,159.6,158.8,0.8,5,3
implicit_species_no_enrichment,Citrobacter_Koseri,Amoxicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Amoxicillin-Clavulanic acid,0.6793009808964449,0.09441621439287795,123.4,118.6,4.8,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Ampicillin,,,76.4,0.0,76.4,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Anidulafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Azithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Aztreonam,0.8165337005538573,0.13255961041857595,44.6,42.6,2.0,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Benzylpenicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Caspofungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Cefazolin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Cefepime,0.8102156326194295,0.2433109352139266,159.8,156.2,3.6,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Cefixime,0.7609051165769047,0.1380278679910086,44.2,42.2,2.0,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Cefotaxime,0.7987538593128656,0.115625344251094,44.6,42.4,2.2,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Cefoxitin,0.8888888888888888,,8.8,8.6,0.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Cefpodoxime,0.6901620962592568,0.11080099806519125,56.2,47.4,8.8,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Ceftazidime,0.788548421304487,0.23730990263335072,170.2,166.6,3.6,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_no_enrichment,Citrobacter_Koseri,Ceftobiprole,,,0.0,,,1,0
implicit_species_no_enrichment,Citrobacter_Koseri,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Ceftriaxone,0.8023836995252162,0.22592102524123328,125.6,124.0,1.6,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Cefuroxime,0.6605599764220453,0.08216067328855856,32.8,25.8,7.0,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Chloramphenicol,0.6238636363636363,0.2751251906376731,12.4,11.2,1.2,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Ciprofloxacin,0.8701931472516362,0.10044424705067218,169.8,166.4,3.4,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Clarithromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Clindamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Colistin,0.7867647058823529,,138.4,138.2,0.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Cotrimoxazol,,,8.0,8.0,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Cotrimoxazole,0.7252419379657541,0.27696441058876686,117.2,114.6,2.6,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Daptomycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Doxycycline,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Ertapenem,0.9596947442046363,0.05568457959487715,146.4,145.4,1.0,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Erythromycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Fluconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Fosfomycin,0.5914852819237147,0.0680567339423826,63.4,61.4,2.0,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Fusidic acid,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Gentamicin,0.6447368421052632,,76.4,76.2,0.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Imipenem,,,159.8,159.8,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Itraconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Levofloxacin,0.8754095004095003,0.1550907228521522,138.0,136.4,1.6,5,4
implicit_species_no_enrichment,Citrobacter_Koseri,Linezolid,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Meropenem,0.7916666666666666,,146.2,146.0,0.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_no_enrichment,Citrobacter_Koseri,Micafungin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Minocycline,,,0.4,2.0,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Moxifloxacin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Mupirocin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Nitrofurantoin,0.3214285714285714,,23.0,22.8,0.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Norfloxacin,0.8441837945723167,0.07979989261228794,107.4,103.8,3.6,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Oxacillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Penicillin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Piperacillin,0.625,,12.4,0.2,12.2,5,1
implicit_species_no_enrichment,Citrobacter_Koseri,Piperacillin-Tazobactam,0.8265955543307733,0.12036672161685388,111.6,107.6,4.0,5,5
implicit_species_no_enrichment,Citrobacter_Koseri,Polymyxin B,,,23.8,23.8,0.0,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Posaconazole,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Pristinamycin,,,0.0,,,5,0
implicit_species_no_enrichment,Citrobacter_Koseri,Rifampicin,,,0.0,,,5,0
