antibiotic,ATC2,ATC3,ATC4,mechanism,beta_lactamase_inhibitor,metadata_found,model_mode,fold
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_species_head,4
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_species_head,4
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_species_head,4
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_species_head,4
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_species_head,4
Ceftazidime-Avibactam,J01,J01D,J01DD,cell_wall,1.0,1,bio_prior_gated_species_head,4
Ceftobiprole,J01,J01D,J01DI,cell_wall,0.0,1,bio_prior_gated_species_head,4
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_species_head,4
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_species_head,4
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_species_head,4
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_species_head,4
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_species_head,4
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_species_head,4
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_species_head,4
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_species_head,4
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_species_head,4
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_species_head,4
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_species_head,4
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_species_head,4
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_species_head,4
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_species_head,4
Meropenem_without_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_species_head,4
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_species_head,4
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_species_head,4
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_species_head,4
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_species_head,4
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_species_head,4
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_species_head,4
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_species_head,4
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_species_head,4
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_species_head,4
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_species_head,4
5-Fluorocytosine,J02,J02A,J02AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Amikacin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Amoxicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Amoxicillin-Clavulanic acid,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,0
Amoxicillin-Clavulanic acid_uncomplicated_HWI,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,0
Ampicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Anidulafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Azithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Aztreonam,J01,J01D,J01DF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Benzylpenicillin,J01,J01C,J01CE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Caspofungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefazolin,J01,J01D,J01DB,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefepime,J01,J01D,J01DE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,0
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Meropenem_without_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,0
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,0
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,0
5-Fluorocytosine,J02,J02A,J02AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Amikacin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Amoxicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Amoxicillin-Clavulanic acid,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,1
Amoxicillin-Clavulanic acid_uncomplicated_HWI,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,1
Ampicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Anidulafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Azithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Aztreonam,J01,J01D,J01DF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Benzylpenicillin,J01,J01C,J01CE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Caspofungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefazolin,J01,J01D,J01DB,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefepime,J01,J01D,J01DE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,1
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,1
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,1
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,1
5-Fluorocytosine,J02,J02A,J02AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Amikacin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Amoxicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Amoxicillin-Clavulanic acid,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,2
Amoxicillin-Clavulanic acid_uncomplicated_HWI,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,2
Ampicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Anidulafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Azithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Aztreonam,J01,J01D,J01DF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Benzylpenicillin,J01,J01C,J01CE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Caspofungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefazolin,J01,J01D,J01DB,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefepime,J01,J01D,J01DE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,2
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,2
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
