model_mode,fold,species_id,species,n_val_samples,n_val_pairs,species_micro_auc,species_macro_antibiotic_auc,n_antibiotics_with_auc,mean_pairs_per_antibiotic_with_auc
implicit_species_no_enrichment,3,21,Staphylococcus_Hominis,160,3276,0.8585855711208604,0.7616609259687412,22,112.77272727272727
implicit_species_no_enrichment,3,22,Staphylococcus_Lugdunensis,96,1942,0.8373774678391658,0.6775958114258488,19,62.10526315789474
implicit_species_no_enrichment,3,23,Stenotrophomonas_Maltophilia,143,898,0.9670680598791799,0.5485629904329665,7,50.714285714285715
implicit_species_no_enrichment,3,24,Streptococcus_Pneumoniae,75,779,0.8531112954841769,0.7170634266446527,22,28.227272727272727
implicit_species_no_enrichment,4,0,Campylobacter_Jejuni,96,219,0.9294909883145177,0.8638482781026641,3,67.0
implicit_species_no_enrichment,4,1,Candida_Albicans,66,501,0.8098440545808967,0.6896989365990038,8,62.625
implicit_species_no_enrichment,4,2,Citrobacter_Freundii,132,2104,0.9109360961365679,0.6883633828255529,20,77.25
implicit_species_no_enrichment,4,3,Citrobacter_Koseri,174,2764,0.9754925627496956,0.6962765337406928,17,87.76470588235294
implicit_species_no_enrichment,4,4,Enterobacter_Cloacae,324,4832,0.9116465616308423,0.6602427481788743,23,182.2608695652174
implicit_species_no_enrichment,4,5,Enterococcus_Faecalis,935,14775,0.9870241865657005,0.6618358113523141,22,520.9090909090909
implicit_species_no_enrichment,4,6,Enterococcus_Faecium,439,4796,0.975869863377071,0.8325430943033217,22,185.72727272727272
implicit_species_no_enrichment,4,7,Escherichia_Coli,1523,24120,0.8576436313393481,0.7221199599192029,30,796.9
implicit_species_no_enrichment,4,8,Haemophilus_Influenzae,151,470,0.8676515151515152,0.7661144568591377,12,33.5
implicit_species_no_enrichment,4,9,Klebsiella_Oxytoca,251,4109,0.952724993275792,0.8287375183373246,22,142.6818181818182
implicit_species_no_enrichment,4,10,Klebsiella_Pneumoniae,3914,69309,0.8729322558277357,0.7168003087846009,36,1923.111111111111
implicit_species_no_enrichment,4,11,Klebsiella_Variicola,130,2062,0.9342561465954783,0.7984743492678564,15,93.86666666666666
implicit_species_no_enrichment,4,12,Morganella_Morganii,174,2803,0.9281039776062125,0.5796852716645001,23,91.8695652173913
implicit_species_no_enrichment,4,13,Proteus_Mirabilis,495,8843,0.9315041440766476,0.7734794865561627,27,292.0
implicit_species_no_enrichment,4,14,Proteus_Vulgaris,63,923,0.9826585179526355,0.7485487047320551,9,47.111111111111114
implicit_species_no_enrichment,4,15,Pseudomonas_Aeruginosa,1057,12536,0.9473704535427875,0.7002041488388745,20,539.85
implicit_species_no_enrichment,4,16,Serratia_Marcescens,263,4114,0.9680690496073275,0.6433423378447835,19,149.3684210526316
implicit_species_no_enrichment,4,17,Staphylococcus_Aureus,1433,27930,0.9276926114102088,0.7860970024564956,32,714.625
implicit_species_no_enrichment,4,18,Staphylococcus_Capitis,80,1590,0.9282567451172102,0.8469161944228407,24,51.125
implicit_species_no_enrichment,4,19,Staphylococcus_Epidermidis,1155,23351,0.9303073872967009,0.7920423603620348,34,618.4117647058823
implicit_species_no_enrichment,4,20,Staphylococcus_Haemolyticus,64,1371,0.9084276836639142,0.7824614321459066,24,47.125
implicit_species_no_enrichment,4,21,Staphylococcus_Hominis,125,2611,0.8137952974732146,0.6838031128241168,22,89.72727272727273
implicit_species_no_enrichment,4,22,Staphylococcus_Lugdunensis,100,2090,0.915008028557563,0.7739494824898644,20,69.25
implicit_species_no_enrichment,4,23,Stenotrophomonas_Maltophilia,130,839,0.9743449781659388,0.7488245860313937,6,55.0
implicit_species_no_enrichment,4,24,Streptococcus_Pneumoniae,92,979,0.7905443561625846,0.7420899206768989,23,35.91304347826087
