model_mode,fold,species_id,species,n_val_samples,n_val_pairs,auc
bio_prior_gated_species_head,4,0,Campylobacter_Jejuni,96,219,0.9275103980986334
bio_prior_gated_species_head,4,1,Candida_Albicans,66,501,0.7542397660818715
bio_prior_gated_species_head,4,2,Citrobacter_Freundii,132,2104,0.9010248203054808
bio_prior_gated_species_head,4,3,Citrobacter_Koseri,174,2764,0.9736594579934332
bio_prior_gated_species_head,4,4,Enterobacter_Cloacae,324,4832,0.9213050056789982
bio_prior_gated_species_head,4,5,Enterococcus_Faecalis,935,14775,0.9873710732323594
bio_prior_gated_species_head,4,6,Enterococcus_Faecium,439,4796,0.9769995312256752
bio_prior_gated_species_head,4,7,Escherichia_Coli,1523,24120,0.8466119573055603
bio_prior_gated_species_head,4,8,Haemophilus_Influenzae,151,470,0.8461868686868688
bio_prior_gated_species_head,4,9,Klebsiella_Oxytoca,251,4109,0.940940420329926
bio_prior_gated_species_head,4,10,Klebsiella_Pneumoniae,3914,69309,0.870416654462352
bio_prior_gated_species_head,4,11,Klebsiella_Variicola,130,2062,0.9397798431217455
bio_prior_gated_species_head,4,12,Morganella_Morganii,174,2803,0.9268561786085151
bio_prior_gated_species_head,4,13,Proteus_Mirabilis,495,8843,0.919618553573719
bio_prior_gated_species_head,4,14,Proteus_Vulgaris,63,923,0.9859349800526271
bio_prior_gated_species_head,4,15,Pseudomonas_Aeruginosa,1057,12536,0.9502196310915397
bio_prior_gated_species_head,4,16,Serratia_Marcescens,263,4114,0.9632739379873544
bio_prior_gated_species_head,4,17,Staphylococcus_Aureus,1433,27930,0.9222382784409788
bio_prior_gated_species_head,4,18,Staphylococcus_Capitis,80,1590,0.9056440161091324
bio_prior_gated_species_head,4,19,Staphylococcus_Epidermidis,1155,23351,0.9243146358862588
bio_prior_gated_species_head,4,20,Staphylococcus_Haemolyticus,64,1371,0.9299927641099855
bio_prior_gated_species_head,4,21,Staphylococcus_Hominis,125,2611,0.8322839799612389
bio_prior_gated_species_head,4,22,Staphylococcus_Lugdunensis,100,2090,0.8967556810594439
bio_prior_gated_species_head,4,23,Stenotrophomonas_Maltophilia,130,839,0.9821784264153834
bio_prior_gated_species_head,4,24,Streptococcus_Pneumoniae,92,979,0.8489854882132772
bio_prior_gated_implicit_hypernetwork,0,0,Campylobacter_Jejuni,81,190,0.869171626984127
bio_prior_gated_implicit_hypernetwork,0,1,Candida_Albicans,53,403,0.802952380952381
bio_prior_gated_implicit_hypernetwork,0,2,Citrobacter_Freundii,131,2099,0.8781733329424275
bio_prior_gated_implicit_hypernetwork,0,3,Citrobacter_Koseri,160,2567,0.9472518108223265
bio_prior_gated_implicit_hypernetwork,0,4,Enterobacter_Cloacae,345,5131,0.9027583956258841
bio_prior_gated_implicit_hypernetwork,0,5,Enterococcus_Faecalis,925,14081,0.9889833901243167
bio_prior_gated_implicit_hypernetwork,0,6,Enterococcus_Faecium,465,5028,0.9740703839273045
bio_prior_gated_implicit_hypernetwork,0,7,Escherichia_Coli,1533,24374,0.8524004385597478
bio_prior_gated_implicit_hypernetwork,0,8,Haemophilus_Influenzae,170,579,0.8112068965517242
bio_prior_gated_implicit_hypernetwork,0,9,Klebsiella_Oxytoca,238,3941,0.894010784561908
bio_prior_gated_implicit_hypernetwork,0,10,Klebsiella_Pneumoniae,3850,68001,0.8757356708195773
bio_prior_gated_implicit_hypernetwork,0,11,Klebsiella_Variicola,147,2349,0.9496407853443879
bio_prior_gated_implicit_hypernetwork,0,12,Morganella_Morganii,158,2619,0.9253892102729312
bio_prior_gated_implicit_hypernetwork,0,13,Proteus_Mirabilis,473,8711,0.9167278938465594
bio_prior_gated_implicit_hypernetwork,0,14,Proteus_Vulgaris,86,1274,0.9877660909443519
bio_prior_gated_implicit_hypernetwork,0,15,Pseudomonas_Aeruginosa,1090,12698,0.9437186684029066
bio_prior_gated_implicit_hypernetwork,0,16,Serratia_Marcescens,245,3807,0.9799547614455297
bio_prior_gated_implicit_hypernetwork,0,17,Staphylococcus_Aureus,1413,27955,0.9189556305147232
bio_prior_gated_implicit_hypernetwork,0,18,Staphylococcus_Capitis,89,1827,0.9543026851897305
bio_prior_gated_implicit_hypernetwork,0,19,Staphylococcus_Epidermidis,1128,22712,0.9205206080977508
bio_prior_gated_implicit_hypernetwork,0,20,Staphylococcus_Haemolyticus,55,1205,0.9268072638183054
bio_prior_gated_implicit_hypernetwork,0,21,Staphylococcus_Hominis,174,3715,0.8821777704756426
bio_prior_gated_implicit_hypernetwork,0,22,Staphylococcus_Lugdunensis,104,2135,0.8676552519402444
bio_prior_gated_implicit_hypernetwork,0,23,Stenotrophomonas_Maltophilia,131,609,0.9864240068321701
