model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,auc
species_only,4,68,Tobramycin,9117,0.8763299245253168
species_only,4,69,Vancomycin,4129,0.9658963071655662
species_only,4,70,Voriconazole,65,0.4920634920634921
global_plus_species,0,0,5-Fluorocytosine,49,0.125
global_plus_species,0,1,Amikacin,8846,0.8809569422524863
global_plus_species,0,2,Amoxicillin,34,0.9052631578947369
global_plus_species,0,3,Amoxicillin-Clavulanic acid,5778,0.9151554845668611
global_plus_species,0,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,16,0.7454545454545455
global_plus_species,0,5,Ampicillin,4228,0.9604240808120449
global_plus_species,0,6,Anidulafungin,51,0.6709401709401709
global_plus_species,0,7,Azithromycin,44,0.6171874999999999
global_plus_species,0,8,Aztreonam,4270,0.8579159193996084
global_plus_species,0,9,Benzylpenicillin,140,0.8620787312376097
global_plus_species,0,10,Caspofungin,53,1.0
global_plus_species,0,11,Cefazolin,1901,0.9394686517775874
global_plus_species,0,12,Cefepime,10025,0.8841793268300073
global_plus_species,0,13,Cefixime,2956,0.7937516417126347
global_plus_species,0,14,Cefotaxime,3816,0.895113529514533
global_plus_species,0,15,Cefoxitin,1210,0.9500224046134021
global_plus_species,0,16,Cefpodoxime,1291,0.9200478030428887
global_plus_species,0,17,Ceftazidime,7669,0.8349513871175861
global_plus_species,0,18,Ceftolozane-Tazobactam,17,0.44999999999999996
global_plus_species,0,19,Ceftriaxone,5372,0.8927795160907864
global_plus_species,0,20,Cefuroxime,6700,0.880107681118881
global_plus_species,0,21,Chloramphenicol,1562,0.9545460100705592
global_plus_species,0,22,Ciprofloxacin,12143,0.8745728447646793
global_plus_species,0,23,Clarithromycin,268,0.7828598484848485
global_plus_species,0,24,Clindamycin,3313,0.900142054864091
global_plus_species,0,25,Colistin,7703,0.9790990359060691
global_plus_species,0,26,Cotrimoxazol,299,0.7475893363584799
global_plus_species,0,27,Cotrimoxazole,5566,0.8597720557695212
global_plus_species,0,28,Daptomycin,3529,0.875413147264047
global_plus_species,0,29,Doxycycline,156,0.5674342105263158
global_plus_species,0,30,Ertapenem,7256,0.9153950273338942
global_plus_species,0,31,Erythromycin,3402,0.8954759725591436
global_plus_species,0,32,Fluconazole,51,0.56
global_plus_species,0,33,Fosfomycin,5947,0.7322370139473364
global_plus_species,0,34,Fusidic acid,2472,0.8540178932490151
global_plus_species,0,35,Gentamicin,8248,0.9128779214177614
global_plus_species,0,36,Gentamicin_high_level,141,0.7933110367892976
global_plus_species,0,37,Imipenem,11454,0.9708231036570241
global_plus_species,0,38,Itraconazole,46,0.8166666666666667
global_plus_species,0,39,Levofloxacin,9155,0.8891546074880559
global_plus_species,0,40,Linezolid,3888,0.932663138849968
global_plus_species,0,41,Meropenem,9736,0.9328775317550073
global_plus_species,0,42,Meropenem_with_meningitis,26,0.5347222222222222
global_plus_species,0,43,Meropenem_without_meningitis,17,0.7
global_plus_species,0,44,Micafungin,52,0.8367346938775511
global_plus_species,0,45,Minocycline,1925,0.882553122348396
global_plus_species,0,46,Moxifloxacin,196,0.9924000607995136
global_plus_species,0,47,Mupirocin,1644,0.9559880872947419
global_plus_species,0,48,Nitrofurantoin,4290,0.8970138350463364
global_plus_species,0,49,Norfloxacin,4999,0.8649792572759816
global_plus_species,0,50,Oxacillin,3116,0.9274000305250305
global_plus_species,0,51,Penicillin,3416,0.9536520552100712
global_plus_species,0,52,Penicillin_with_meningitis,59,0.7843137254901961
global_plus_species,0,53,Penicillin_with_other_infections,59,0.7692307692307692
global_plus_species,0,54,Penicillin_with_pneumonia,59,1.0
global_plus_species,0,55,Piperacillin,3757,0.9278464745109749
global_plus_species,0,56,Piperacillin-Tazobactam,5912,0.8595355955503627
global_plus_species,0,57,Polymyxin B,501,0.9997962628790965
global_plus_species,0,58,Posaconazole,48,0.5543478260869565
global_plus_species,0,59,Pristinamycin,1333,0.9625782766323653
global_plus_species,0,60,Rifampicin,2294,0.9024521422060164
global_plus_species,0,61,Strepomycin_high_level,12,0.45
global_plus_species,0,62,Teicoplanin,2830,0.9471915426345806
global_plus_species,0,63,Tetracycline,3321,0.9114143722697309
global_plus_species,0,64,Ticarcillin,1720,0.9208475504444164
global_plus_species,0,65,Tigecycline,3683,0.990674667531625
global_plus_species,0,66,Tobramycin,9022,0.8879158249839532
global_plus_species,0,67,Vancomycin,4169,0.9825250565793727
global_plus_species,0,68,Voriconazole,53,0.9230769230769231
global_plus_species,1,0,5-Fluorocytosine,73,0.75
global_plus_species,1,1,Amikacin,8917,0.8931806763635923
global_plus_species,1,2,Amoxicillin,41,0.875
global_plus_species,1,3,Amoxicillin-Clavulanic acid,5737,0.9173971968855911
global_plus_species,1,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,17,0.9333333333333333
global_plus_species,1,5,Ampicillin,4266,0.9560009842618539
global_plus_species,1,6,Anidulafungin,74,0.5479876160990712
global_plus_species,1,7,Azithromycin,35,0.7478632478632479
global_plus_species,1,8,Aztreonam,4334,0.8546642310158358
global_plus_species,1,9,Benzylpenicillin,140,0.8569500674763834
global_plus_species,1,10,Caspofungin,74,0.9142857142857144
global_plus_species,1,11,Cefazolin,1972,0.9380807121436754
global_plus_species,1,12,Cefepime,10149,0.8902298586611848
global_plus_species,1,13,Cefixime,2987,0.7717632799232725
global_plus_species,1,14,Cefotaxime,3914,0.8775016747234443
global_plus_species,1,15,Cefoxitin,1301,0.9539712681638045
global_plus_species,1,16,Cefpodoxime,1283,0.9141990490244303
global_plus_species,1,17,Ceftazidime,7734,0.845088409645832
global_plus_species,1,18,Ceftolozane-Tazobactam,21,0.6
global_plus_species,1,19,Ceftriaxone,5337,0.9030056327087298
global_plus_species,1,20,Cefuroxime,6803,0.8819330038440417
global_plus_species,1,21,Chloramphenicol,1574,0.9466103069999775
global_plus_species,1,22,Ciprofloxacin,12253,0.8679916462640659
global_plus_species,1,23,Clarithromycin,269,0.6916979898676253
global_plus_species,1,24,Clindamycin,3353,0.9010274525853249
global_plus_species,1,25,Colistin,7730,0.9800626641321324
global_plus_species,1,26,Cotrimoxazol,290,0.8331254454739843
global_plus_species,1,27,Cotrimoxazole,5544,0.8565736094703441
global_plus_species,1,28,Daptomycin,3547,0.8520318857034724
global_plus_species,1,29,Doxycycline,171,0.6056241426611797
global_plus_species,1,30,Ertapenem,7258,0.9247438427505176
global_plus_species,1,31,Erythromycin,3453,0.8930199920400878
global_plus_species,1,32,Fluconazole,74,0.6434782608695653
global_plus_species,1,33,Fosfomycin,6008,0.7443102930235551
global_plus_species,1,34,Fusidic acid,2522,0.8771457619863015
global_plus_species,1,35,Gentamicin,8376,0.9168886078298669
global_plus_species,1,36,Gentamicin_high_level,119,0.7277153558052435
global_plus_species,1,37,Imipenem,11492,0.9662104014833827
global_plus_species,1,38,Itraconazole,72,0.6675358539765319
global_plus_species,1,39,Levofloxacin,9073,0.8796306228992349
global_plus_species,1,40,Linezolid,3827,0.8470803875360042
global_plus_species,1,41,Meropenem,9788,0.9391453627375768
global_plus_species,1,42,Meropenem_with_meningitis,27,0.3055555555555556
global_plus_species,1,43,Micafungin,74,0.8897058823529411
global_plus_species,1,44,Minocycline,1955,0.8785374790698373
global_plus_species,1,45,Moxifloxacin,159,0.9914314516129032
global_plus_species,1,46,Mupirocin,1683,0.958525875725526
global_plus_species,1,47,Nitrofurantoin,4222,0.890586967770288
global_plus_species,1,48,Norfloxacin,4927,0.8621557034592588
global_plus_species,1,49,Oxacillin,3152,0.9291225618583012
global_plus_species,1,50,Penicillin,3445,0.9477056548887187
global_plus_species,1,51,Penicillin_with_meningitis,62,0.8100470957613815
global_plus_species,1,52,Penicillin_with_other_infections,62,0.7878787878787878
global_plus_species,1,53,Penicillin_with_pneumonia,62,0.8833333333333334
global_plus_species,1,54,Piperacillin,3835,0.919728991859381
global_plus_species,1,55,Piperacillin-Tazobactam,5893,0.8757076120642013
global_plus_species,1,56,Polymyxin B,516,1.0
global_plus_species,1,57,Posaconazole,73,0.6764705882352942
global_plus_species,1,58,Pristinamycin,1304,0.9625425571990077
