model_mode,mean_global_auc,std_global_auc,mean_macro_antibiotic_auc,std_macro_antibiotic_auc,n_folds
species_only,0.9269618965428427,0.000599822751537018,0.8546657189347469,0.006208092487457389,5
global_plus_species,0.9264154765408626,0.002496140396482812,0.8485937102021538,0.005695616273394238,5
