antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.8258599439775911,613,238,375,0.38825448613376834
1,Aztreonam,0.6372045220966085,146,7,139,0.04794520547945205
2,Cefepime,0.6927392739273928,611,5,606,0.008183306055646482
3,Cefixime,0.5572429906542056,115,8,107,0.06956521739130435
4,Cefotaxime,0.6203703703703703,116,8,108,0.06896551724137931
5,Ceftazidime,0.6954052658750646,622,26,596,0.04180064308681672
6,Ceftriaxone,0.717076534130085,477,19,458,0.039832285115303984
7,Chloramphenicol,0.5614035087719298,97,40,57,0.41237113402061853
8,Ciprofloxacin,0.556998556998557,621,33,588,0.05314009661835749
9,Cotrimoxazole,0.9486081370449679,469,2,467,0.0042643923240938165
10,Ertapenem,0.6672453703703705,579,3,576,0.0051813471502590676
11,Fosfomycin,0.4028776978417266,164,25,139,0.1524390243902439
12,Gentamicin,0.3657894736842105,196,6,190,0.030612244897959183
13,Imipenem,0.5550055005500549,609,3,606,0.0049261083743842365
14,Levofloxacin,0.546774193548387,571,31,540,0.0542907180385289
15,Norfloxacin,0.7462121212121212,107,11,96,0.102803738317757
16,Piperacillin,0.644542772861357,119,6,113,0.05042016806722689
17,Piperacillin-Tazobactam,0.7264291017074982,467,18,449,0.03854389721627409
18,Ticarcillin,0.5942376950780313,115,17,98,0.14782608695652175
19,Tobramycin,0.8585463430691125,572,233,339,0.40734265734265734
