antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.8638211382113821,331,3,328,0.00906344410876133
1,Amoxicillin-Clavulanic acid,0.6769084573962623,298,11,287,0.03691275167785235
2,Aztreonam,0.696969696969697,34,1,33,0.029411764705882353
3,Cefepime,0.6436170212765957,333,4,329,0.012012012012012012
4,Cefixime,0.696969696969697,34,1,33,0.029411764705882353
5,Cefotaxime,0.696969696969697,34,1,33,0.029411764705882353
6,Cefpodoxime,0.45238095238095233,171,3,168,0.017543859649122806
7,Ceftazidime,0.7431192660550459,333,6,327,0.018018018018018018
8,Ceftriaxone,0.6843537414965988,299,5,294,0.016722408026755852
9,Cefuroxime,0.5306122448979592,59,10,49,0.1694915254237288
10,Ciprofloxacin,0.7066726377071204,333,14,319,0.042042042042042045
11,Colistin,,308,0,308,0.0
12,Cotrimoxazole,0.620463187003111,274,11,263,0.040145985401459854
13,Ertapenem,,333,0,333,0.0
14,Fosfomycin,0.29960317460317454,50,14,36,0.28
15,Levofloxacin,0.6956644144144144,308,12,296,0.03896103896103896
16,Norfloxacin,0.6197183098591548,222,9,213,0.04054054054054054
17,Piperacillin-Tazobactam,0.6671280276816609,294,5,289,0.017006802721088437
18,Tobramycin,0.8994535519125683,308,3,305,0.00974025974025974
