antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.8128424003057714,308,167,141,0.5422077922077922
1,Amoxicillin-Clavulanic acid,0.8362051184855259,2255,1569,686,0.6957871396895787
2,Ampicillin,0.5771293178700586,324,297,27,0.9166666666666666
3,Benzylpenicillin,0.3055555555555556,110,108,2,0.9818181818181818
4,Cefazolin,0.841340157480315,2135,1500,635,0.702576112412178
5,Cefepime,0.8374525465138132,2245,1565,680,0.6971046770601337
6,Ceftriaxone,0.8414656167979002,2135,1500,635,0.702576112412178
7,Cefuroxime,0.8411454068241471,2135,1500,635,0.702576112412178
8,Chloramphenicol,0.766025641025641,329,17,312,0.05167173252279635
9,Ciprofloxacin,0.833600597286243,2783,1688,1095,0.6065397053539346
10,Clindamycin,0.7141247735507247,2522,1242,1280,0.49246629659000796
11,Cotrimoxazol,0.7831142568250758,109,23,86,0.21100917431192662
12,Cotrimoxazole,0.8105345784711994,2286,779,1507,0.34076990376202976
13,Daptomycin,0.6212604942651058,2822,3,2819,0.0010630758327427356
14,Doxycycline,0.44642857142857145,30,2,28,0.06666666666666667
15,Erythromycin,0.6337781226871313,2538,1551,987,0.6111111111111112
16,Fosfomycin,0.43676662320730114,439,26,413,0.05922551252847381
17,Fusidic acid,0.606870341068313,2544,1403,1141,0.5514937106918238
18,Gentamicin,0.8219269858208649,2546,1081,1465,0.42458758837391986
19,Imipenem,0.8398669511562988,2451,1809,642,0.7380660954712362
20,Levofloxacin,0.9098422238918108,429,363,66,0.8461538461538461
21,Linezolid,0.6514316482959585,2643,12,2631,0.004540295119182747
22,Meropenem,0.841288188976378,2135,1500,635,0.702576112412178
23,Minocycline,,331,0,331,0.0
24,Moxifloxacin,0.9937106918238994,160,159,1,0.99375
25,Mupirocin,0.747283081203269,466,142,324,0.30472103004291845
26,Oxacillin,0.8095289522693314,2766,1915,851,0.6923355025307303
27,Penicillin,0.5329719210453155,2413,2398,15,0.9937836717778699
28,Piperacillin-Tazobactam,0.8414057742782151,2135,1500,635,0.702576112412178
29,Pristinamycin,0.4845474613686534,320,18,302,0.05625
30,Rifampicin,0.7240865809425532,2512,211,2301,0.0839968152866242
31,Teicoplanin,0.6996575342465753,593,73,520,0.12310286677908938
32,Tetracycline,0.7900824715962064,2474,1195,1279,0.48302344381568313
33,Tigecycline,0.6327477084242689,2299,8,2291,0.0034797738147020443
34,Tobramycin,0.8305445695162762,306,173,133,0.565359477124183
35,Vancomycin,0.7160972173300457,2840,1,2839,0.00035211267605633805
