antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Cefepime,0.6834415584415584,93,77,16,0.8279569892473119
1,Ceftazidime,0.912,105,100,5,0.9523809523809523
2,Ciprofloxacin,0.5293040293040293,97,91,6,0.9381443298969072
3,Colistin,0.7128482972136223,87,68,19,0.7816091954022989
4,Cotrimoxazole,0.9931192660550459,224,6,218,0.026785714285714284
5,Levofloxacin,0.4978354978354978,128,44,84,0.34375
