antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Ampicillin,0.6080586080586081,100,9,91,0.09
1,Azithromycin,0.5381132075471698,78,25,53,0.32051282051282054
2,Cefepime,0.6958333333333333,86,6,80,0.06976744186046512
3,Cefotaxime,0.4719101123595506,90,1,89,0.011111111111111112
4,Ceftriaxone,0.5942028985507246,118,3,115,0.025423728813559324
5,Cefuroxime,0.5473856209150326,86,18,68,0.20930232558139536
6,Chloramphenicol,0.9875,81,1,80,0.012345679012345678
7,Clarithromycin,0.6660353535353535,221,45,176,0.20361990950226244
8,Clindamycin,0.6823863636363636,108,20,88,0.18518518518518517
9,Erythromycin,0.6358411703239288,95,29,66,0.30526315789473685
10,Levofloxacin,0.9730992937266306,199,83,116,0.41708542713567837
11,Meropenem,0.7511627906976744,91,5,86,0.054945054945054944
12,Meropenem_with_meningitis,0.8431372549019608,20,3,17,0.15
13,Minocycline,0.5647435897435897,79,40,39,0.5063291139240507
14,Moxifloxacin,0.5436507936507937,90,6,84,0.06666666666666667
15,Oxacillin,0.6170442286947142,121,18,103,0.1487603305785124
16,Penicillin,0.6351674641148325,107,19,88,0.17757009345794392
17,Penicillin_with_meningitis,0.7461111111111112,118,18,100,0.15254237288135594
18,Penicillin_with_other_infections,0.7857605177993527,118,15,103,0.1271186440677966
19,Penicillin_with_pneumonia,0.8070175438596492,118,4,114,0.03389830508474576
20,Pristinamycin,0.6883116883116883,78,1,77,0.01282051282051282
21,Tetracycline,0.60488346281909,87,34,53,0.39080459770114945
