antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.837696335078534,192,1,191,0.005208333333333333
1,Amoxicillin-Clavulanic acid,0.42429106474050293,199,21,178,0.10552763819095477
2,Cefepime,0.9868421052631579,192,2,190,0.010416666666666666
3,Cefpodoxime,0.7183908045977012,64,6,58,0.09375
4,Ceftazidime,0.8093023255813954,217,2,215,0.009216589861751152
5,Ceftriaxone,0.8071065989847717,199,2,197,0.010050251256281407
6,Cefuroxime,0.882051282051282,68,65,3,0.9558823529411765
7,Ciprofloxacin,0.9166666666666667,218,2,216,0.009174311926605505
8,Cotrimoxazole,0.7752525252525252,191,11,180,0.05759162303664921
9,Fosfomycin,0.43914473684210525,54,16,38,0.2962962962962963
10,Gentamicin,0.5227272727272727,68,2,66,0.029411764705882353
11,Imipenem,0.6762295081967212,158,122,36,0.7721518987341772
12,Levofloxacin,1.0,168,1,167,0.005952380952380952
13,Norfloxacin,0.9142857142857143,106,1,105,0.009433962264150943
14,Polymyxin B,0.6,41,40,1,0.975609756097561
15,Tobramycin,0.8502994011976048,168,1,167,0.005952380952380952
