antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.7486601135100345,9402,540,8862,0.0574345883854499
1,Amoxicillin-Clavulanic acid,0.6903071811541184,1632,317,1315,0.19424019607843138
2,Ampicillin,0.1798199152542373,1894,1888,6,0.996832101372756
3,Aztreonam,0.749437690890056,7388,1463,5925,0.19802382241472657
4,Cefazolin,0.6205985915492958,87,16,71,0.1839080459770115
5,Cefepime,0.7650196606128259,8965,1586,7379,0.17691020635805912
6,Cefixime,0.7560139154434674,5430,538,4892,0.09907918968692449
7,Cefotaxime,0.7605891955046051,6596,578,6018,0.08762886597938144
8,Cefoxitin,0.7048128513030149,1726,206,1520,0.11935110081112399
9,Cefpodoxime,0.6853292581272575,889,122,767,0.1372328458942632
10,Ceftazidime,0.7253510834862923,8212,896,7316,0.10910862152946907
11,Ceftriaxone,0.7778199492122437,1647,265,1382,0.16089860352155433
12,Cefuroxime,0.6690602152040135,7936,3174,4762,0.39994959677419356
13,Chloramphenicol,0.7145533623285379,306,61,245,0.19934640522875818
14,Ciprofloxacin,0.7544742850341388,9605,2496,7109,0.2598646538261322
15,Colistin,0.678454721641417,9231,144,9087,0.015599610009749756
16,Cotrimoxazol,0.6866359447004609,69,7,62,0.10144927536231885
17,Cotrimoxazole,0.6909660444143203,1569,348,1221,0.22179732313575526
18,Ertapenem,0.7888617899576488,9439,770,8669,0.08157643818201081
19,Fosfomycin,0.5611634494060656,7983,2173,5810,0.2722034322936239
20,Gentamicin,0.7479347101888587,8228,1071,7157,0.13016528925619836
21,Imipenem,0.808780468611674,9517,275,9242,0.028895660397183987
22,Levofloxacin,0.7653995285316992,8277,2149,6128,0.25963513350247674
23,Meropenem,0.8019734828104979,9230,229,9001,0.024810400866738896
24,Minocycline,0.557254939330411,1506,318,1188,0.21115537848605578
25,Nitrofurantoin,0.6100486080690155,5831,1437,4394,0.2464414337163437
26,Norfloxacin,0.7138375540896733,6807,1930,4877,0.28353165858674895
27,Piperacillin,0.44615143958149706,7397,7306,91,0.9876977152899824
28,Piperacillin-Tazobactam,0.7304717310602631,1499,247,1252,0.1647765176784523
29,Ticarcillin,0.011707988980716254,1453,1452,1,0.9993117687543015
30,Tigecycline,0.7022094926350245,1227,52,1175,0.042379788101059496
31,Tobramycin,0.7699416925966417,9365,1610,7755,0.17191671115856913
