antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amoxicillin-Clavulanic acid,0.8730856494611458,127,86,41,0.6771653543307087
1,Cefazolin,0.8811728395061729,108,72,36,0.6666666666666666
2,Cefepime,0.873546511627907,126,86,40,0.6825396825396826
3,Ceftriaxone,0.8842592592592593,108,72,36,0.6666666666666666
4,Cefuroxime,0.8784722222222223,108,72,36,0.6666666666666666
5,Ciprofloxacin,0.9148271553519367,147,98,49,0.6666666666666666
6,Clindamycin,0.5008576329331047,141,88,53,0.624113475177305
7,Cotrimoxazole,0.8976271186440679,109,59,50,0.5412844036697247
8,Erythromycin,0.8445219412961349,142,111,31,0.7816901408450704
9,Fosfomycin,0.4182692307692308,34,26,8,0.7647058823529411
10,Fusidic acid,0.7209677419354839,131,31,100,0.2366412213740458
11,Gentamicin,0.9186535764375876,139,93,46,0.6690647482014388
12,Imipenem,0.8909406565656566,124,88,36,0.7096774193548387
13,Levofloxacin,0.9833333333333334,34,30,4,0.8823529411764706
14,Meropenem,0.8800154320987655,108,72,36,0.6666666666666666
15,Mupirocin,0.7884615384615384,40,14,26,0.35
16,Oxacillin,0.8710691823899371,145,106,39,0.7310344827586207
17,Penicillin,,125,125,0,1.0
18,Piperacillin-Tazobactam,0.880787037037037,108,72,36,0.6666666666666666
19,Rifampicin,0.7514245014245015,129,12,117,0.09302325581395349
20,Teicoplanin,0.814760686883449,142,23,119,0.1619718309859155
21,Tetracycline,0.8328853046594982,141,48,93,0.3404255319148936
22,Tigecycline,0.6850393700787402,128,1,127,0.0078125
