antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.7507246376811595,769,10,759,0.013003901170351105
1,Aztreonam,0.5864527629233511,50,17,33,0.34
2,Cefepime,0.6955128205128205,761,104,657,0.1366622864651774
3,Cefixime,0.6148148148148148,47,20,27,0.425531914893617
4,Cefotaxime,0.5126050420168067,48,14,34,0.2916666666666667
5,Ceftazidime,0.6242519509120215,785,223,562,0.2840764331210191
6,Ceftriaxone,0.6281520314547837,743,218,525,0.2934051144010767
7,Cefuroxime,0.7398212512413108,110,57,53,0.5181818181818182
8,Ciprofloxacin,0.6749147306776497,799,41,758,0.05131414267834793
9,Colistin,0.4658229658229658,687,21,666,0.03056768558951965
10,Cotrimoxazol,0.6785714285714286,29,1,28,0.034482758620689655
11,Cotrimoxazole,0.6793463334248833,717,55,662,0.07670850767085077
12,Ertapenem,0.6892115820687249,709,72,637,0.10155148095909731
13,Fosfomycin,0.4288793103448276,114,56,58,0.49122807017543857
14,Gentamicin,0.4902597402597403,156,2,154,0.01282051282051282
15,Imipenem,0.7136363636363636,772,2,770,0.0025906735751295338
16,Levofloxacin,0.6898398068904982,686,35,651,0.05102040816326531
17,Meropenem,0.4971830985915493,712,2,710,0.0028089887640449437
18,Nitrofurantoin,0.35472370766488415,67,33,34,0.4925373134328358
19,Norfloxacin,0.5697491039426523,304,25,279,0.08223684210526316
20,Piperacillin,0.5464895635673624,48,17,31,0.3541666666666667
21,Piperacillin-Tazobactam,0.6451403706957867,700,186,514,0.26571428571428574
22,Ticarcillin,0.5225563909774436,47,19,28,0.40425531914893614
23,Tigecycline,,41,0,41,0.0
24,Tobramycin,0.7306397306397306,687,27,660,0.039301310043668124
