antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.6243718592964824,400,2,398,0.005
1,Amoxicillin-Clavulanic acid,0.6956769055745164,305,12,293,0.03934426229508197
2,Aztreonam,0.6674107142857143,116,4,112,0.034482758620689655
3,Cefepime,0.703380588876772,400,7,393,0.0175
4,Cefixime,0.5608108108108107,115,4,111,0.034782608695652174
5,Cefotaxime,0.7254464285714286,116,4,112,0.034482758620689655
6,Cefpodoxime,0.62199065756378,144,23,121,0.1597222222222222
7,Ceftazidime,0.6924650528469143,426,7,419,0.01643192488262911
8,Ceftriaxone,0.5874049945711184,310,3,307,0.00967741935483871
9,Cefuroxime,0.5280135823429541,81,19,62,0.2345679012345679
10,Chloramphenicol,0.7450980392156862,37,3,34,0.08108108108108109
11,Ciprofloxacin,0.8199786324786325,425,9,416,0.021176470588235293
12,Colistin,0.7020057306590257,350,1,349,0.002857142857142857
13,Cotrimoxazole,0.5395017793594306,291,10,281,0.03436426116838488
14,Ertapenem,0.902054794520548,369,4,365,0.01084010840108401
15,Fosfomycin,0.5248407643312103,162,5,157,0.030864197530864196
16,Gentamicin,0.5130890052356021,192,1,191,0.005208333333333333
17,Levofloxacin,0.8593448940269749,349,3,346,0.008595988538681949
18,Meropenem,0.7038043478260869,369,1,368,0.0027100271002710027
19,Nitrofurantoin,,54,0,54,0.0
20,Norfloxacin,0.7999148573861217,270,9,261,0.03333333333333333
21,Piperacillin,0.5483870967741935,32,31,1,0.96875
22,Piperacillin-Tazobactam,0.7327615780445969,276,11,265,0.03985507246376811
23,Tigecycline,0.5061946902654867,118,113,5,0.9576271186440678
24,Tobramycin,0.6465517241379309,350,2,348,0.005714285714285714
