antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,5-Fluorocytosine,0.8362068965517241,149,4,145,0.026845637583892617
1,Anidulafungin,0.5877525252525253,152,44,108,0.2894736842105263
2,Caspofungin,0.9420921544209215,157,11,146,0.07006369426751592
3,Fluconazole,0.39921722113502933,153,7,146,0.0457516339869281
4,Itraconazole,0.4701176470588236,142,17,125,0.11971830985915492
5,Micafungin,0.9375,152,12,140,0.07894736842105263
6,Posaconazole,0.36312399355877617,147,9,138,0.061224489795918366
7,Voriconazole,0.346938775510204,153,6,147,0.0392156862745098
