antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.5865122615803815,383,16,367,0.04177545691906005
1,Aztreonam,0.5421796625626994,163,34,129,0.2085889570552147
2,Cefepime,0.5244094488188976,386,5,381,0.012953367875647668
3,Cefixime,0.47375415282392025,121,35,86,0.2892561983471074
4,Cefotaxime,0.5597826086956522,126,34,92,0.2698412698412698
5,Cefpodoxime,0.37037037037037035,55,54,1,0.9818181818181818
6,Ceftazidime,0.6348692403486924,403,73,330,0.18114143920595532
7,Ceftriaxone,0.5915519877675841,242,24,218,0.09917355371900827
8,Cefuroxime,0.125,65,64,1,0.9846153846153847
9,Chloramphenicol,0.5365853658536585,62,21,41,0.3387096774193548
10,Ciprofloxacin,0.6960929342151063,406,68,338,0.16748768472906403
11,Cotrimoxazole,0.6624190938511327,230,24,206,0.10434782608695652
12,Ertapenem,,361,0,361,0.0
13,Fosfomycin,0.6237672583826429,193,169,24,0.8756476683937824
14,Gentamicin,0.7233455882352942,220,16,204,0.07272727272727272
15,Imipenem,0.7762784090909091,360,272,88,0.7555555555555555
16,Levofloxacin,0.7118298368298368,346,60,286,0.17341040462427745
17,Nitrofurantoin,0.47766323024054985,197,194,3,0.9847715736040609
18,Norfloxacin,0.6707841031149302,185,38,147,0.20540540540540542
19,Piperacillin,0.5833333333333333,127,40,87,0.31496062992125984
20,Piperacillin-Tazobactam,0.6604938271604938,219,3,216,0.0136986301369863
21,Ticarcillin,0.5952937249666221,163,56,107,0.34355828220858897
22,Tobramycin,0.5447623191558795,346,29,317,0.0838150289017341
