antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amoxicillin-Clavulanic acid,0.9032342201356285,169,27,142,0.15976331360946747
1,Cefazolin,0.9032451923076924,154,26,128,0.16883116883116883
2,Cefepime,0.9012345679012346,168,27,141,0.16071428571428573
3,Ceftriaxone,0.9029447115384616,154,26,128,0.16883116883116883
4,Cefuroxime,0.9032451923076923,154,26,128,0.16883116883116883
5,Ciprofloxacin,0.7493243243243243,209,24,185,0.11483253588516747
6,Clindamycin,0.6684431977559608,178,23,155,0.12921348314606743
7,Cotrimoxazole,0.6242774566473988,180,7,173,0.03888888888888889
8,Daptomycin,0.8399138549892319,206,7,199,0.03398058252427184
9,Erythromycin,0.6880152187698161,185,19,166,0.10270270270270271
10,Fusidic acid,0.6811695906432749,196,25,171,0.12755102040816327
11,Gentamicin,0.8702380952380953,178,10,168,0.056179775280898875
12,Imipenem,0.8886217948717948,167,39,128,0.23353293413173654
13,Meropenem,0.903846153846154,154,26,128,0.16883116883116883
14,Mupirocin,0.5666666666666667,33,3,30,0.09090909090909091
15,Oxacillin,0.9159277504105091,209,35,174,0.1674641148325359
16,Penicillin,0.15894039735099338,152,151,1,0.993421052631579
17,Piperacillin-Tazobactam,0.9026442307692308,154,26,128,0.16883116883116883
18,Rifampicin,0.8969072164948454,196,2,194,0.01020408163265306
19,Tetracycline,0.3659070990359334,177,14,163,0.07909604519774012
