antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.5012200928460897,1115,31,1084,0.02780269058295964
1,Amoxicillin-Clavulanic acid,0.6650303880317906,604,46,558,0.076158940397351
2,Ampicillin,0.6079186893203885,732,320,412,0.4371584699453552
3,Aztreonam,0.781257470714798,581,47,534,0.08089500860585198
4,Cefepime,0.8008895635137759,1122,53,1069,0.04723707664884135
5,Cefixime,0.7623387432376196,579,45,534,0.07772020725388601
6,Cefotaxime,0.7868018238071974,580,46,534,0.07931034482758621
7,Cefoxitin,0.7813953488372094,48,5,43,0.10416666666666667
8,Cefpodoxime,0.7537549407114624,241,11,230,0.04564315352697095
9,Ceftazidime,0.8541813125868991,1180,57,1123,0.048305084745762714
10,Ceftriaxone,0.7160188165387472,605,28,577,0.04628099173553719
11,Cefuroxime,0.7186928456159225,727,220,507,0.30261348005502064
12,Chloramphenicol,0.5913027108433735,147,64,83,0.43537414965986393
13,Ciprofloxacin,0.741095568128787,1182,291,891,0.24619289340101522
14,Cotrimoxazol,0.45714285714285713,43,15,28,0.3488372093023256
15,Cotrimoxazole,0.5809180681768455,562,179,383,0.3185053380782918
16,Ertapenem,0.8261949099937926,1077,3,1074,0.002785515320334262
17,Fosfomycin,0.6473397061394227,692,241,451,0.34826589595375723
18,Gentamicin,0.6171390728476822,729,125,604,0.17146776406035666
19,Imipenem,0.8337824925888724,1029,833,196,0.8095238095238095
20,Levofloxacin,0.7506405384046189,1030,257,773,0.24951456310679612
21,Meropenem,0.9060167910447762,1076,4,1072,0.0037174721189591076
22,Nitrofurantoin,,692,692,0,1.0
23,Norfloxacin,0.725073489198797,764,212,552,0.2774869109947644
24,Piperacillin,0.6384762699796215,579,241,338,0.4162348877374784
25,Piperacillin-Tazobactam,0.9238796807857581,546,3,543,0.005494505494505495
26,Ticarcillin,0.6358968662445538,578,239,339,0.4134948096885813
27,Tigecycline,0.6247689463955637,543,541,2,0.996316758747698
28,Tobramycin,0.6745268073042608,1029,134,895,0.13022351797862003
