antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Azithromycin,0.8275862068965517,30,1,29,0.03333333333333333
1,Cefalotin-Cefazolin,0.8620689655172413,30,29,1,0.9666666666666667
2,Ciprofloxacin,0.6864393463230672,234,148,86,0.6324786324786325
3,Clarithromycin,0.8620689655172413,30,1,29,0.03333333333333333
4,Erythromycin,0.5188053097345133,234,8,226,0.03418803418803419
5,Tetracycline,0.5763888888888888,34,18,16,0.5294117647058824
