antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.4890572390572391,596,2,594,0.003355704697986577
1,Amoxicillin-Clavulanic acid,0.6004071246819338,443,50,393,0.11286681715575621
2,Aztreonam,0.4697986577181208,176,27,149,0.1534090909090909
3,Cefepime,0.6359325605900948,597,13,584,0.021775544388609715
4,Cefixime,0.5144578313253012,176,10,166,0.056818181818181816
5,Cefotaxime,0.5239669421487604,176,11,165,0.0625
6,Cefpodoxime,0.7428571428571429,164,10,154,0.06097560975609756
7,Ceftazidime,0.6326644370122632,613,15,598,0.024469820554649267
8,Ceftriaxone,0.7114914425427872,443,34,409,0.07674943566591422
9,Cefuroxime,0.6387347391786903,259,106,153,0.4092664092664093
10,Chloramphenicol,0.7538461538461538,83,5,78,0.060240963855421686
11,Ciprofloxacin,0.7744437380801017,618,13,605,0.021035598705501618
12,Colistin,0.3709981167608286,535,4,531,0.007476635514018692
13,Cotrimoxazole,0.5032019704433497,416,10,406,0.02403846153846154
14,Ertapenem,0.935251798561151,558,2,556,0.0035842293906810036
15,Fosfomycin,0.3914141414141414,222,66,156,0.2972972972972973
16,Gentamicin,0.607421875,260,4,256,0.015384615384615385
17,Imipenem,,598,0,598,0.0
18,Levofloxacin,0.765648854961832,534,10,524,0.018726591760299626
19,Nitrofurantoin,0.562016806722689,144,25,119,0.1736111111111111
20,Norfloxacin,0.7280405405405406,306,10,296,0.032679738562091505
21,Piperacillin,0.47619047619047616,170,168,2,0.9882352941176471
22,Piperacillin-Tazobactam,0.6264705882352941,414,40,374,0.0966183574879227
23,Tigecycline,0.7530120481927711,167,1,166,0.005988023952095809
24,Tobramycin,0.6056497175141242,536,5,531,0.009328358208955223
