antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Cefepime,0.6622604097818902,106,89,17,0.839622641509434
1,Ceftazidime,0.8898550724637682,124,115,9,0.9274193548387096
2,Ciprofloxacin,0.5473300970873787,111,103,8,0.9279279279279279
3,Colistin,0.6359180035650625,101,68,33,0.6732673267326733
4,Cotrimoxazole,0.9473429951690822,217,10,207,0.04608294930875576
5,Levofloxacin,0.5,157,37,120,0.2356687898089172
