antibiotic_idx,antibiotic,auc,n_obs,n_pos,n_neg,resistance_rate
0,Amikacin,0.6851355290002914,3641,210,3431,0.05767646251029937
1,Amoxicillin-Clavulanic acid,0.5959818746782982,2931,713,2218,0.24326168543159332
2,Ampicillin,0.587608001963672,1325,840,485,0.6339622641509434
3,Aztreonam,0.6730831701363429,824,163,661,0.19781553398058252
4,Cefepime,0.7684304250827855,3656,627,3029,0.17149890590809627
5,Cefixime,0.6614699561947267,802,148,654,0.18453865336658354
6,Cefotaxime,0.6776969765300562,819,162,657,0.1978021978021978
7,Cefoxitin,0.670479302832244,125,17,108,0.136
8,Cefpodoxime,0.7405168539325843,1045,445,600,0.4258373205741627
9,Ceftazidime,0.7565862622695481,3767,686,3081,0.18210777807273693
10,Ceftriaxone,0.7971166870504071,3019,639,2380,0.211659489897317
11,Cefuroxime,0.6552822653839172,1347,787,560,0.5842613214550854
12,Chloramphenicol,0.5247824879674194,658,74,584,0.11246200607902736
13,Ciprofloxacin,0.7212574635876852,3780,1135,2645,0.3002645502645503
14,Colistin,0.6208452041785375,3285,9,3276,0.0027397260273972603
15,Cotrimoxazol,0.5549258936355711,105,31,74,0.29523809523809524
16,Cotrimoxazole,0.6139032882011605,2865,940,1925,0.32809773123909247
17,Ertapenem,0.6304108584005869,3413,29,3384,0.00849692352768825
18,Fosfomycin,0.5839899767533133,1147,61,1086,0.05318221447253706
19,Gentamicin,0.5813559229641259,1352,153,1199,0.11316568047337278
20,Imipenem,0.7892543263567999,3685,6,3679,0.0016282225237449117
21,Levofloxacin,0.7259886697153777,3229,975,2254,0.3019510684422422
22,Meropenem,0.7757244234180958,3386,4,3382,0.0011813349084465446
23,Nitrofurantoin,0.595606183889341,1241,12,1229,0.009669621273166801
24,Norfloxacin,0.6735989434002336,1220,344,876,0.2819672131147541
25,Piperacillin,0.5597471575418543,800,507,293,0.63375
26,Piperacillin-Tazobactam,0.6015124998403188,2808,211,2597,0.07514245014245015
27,Ticarcillin,0.5524154388301562,785,492,293,0.6267515923566879
28,Tigecycline,0.594120723349206,820,773,47,0.9426829268292682
29,Tobramycin,0.6537634357552509,3248,452,2796,0.13916256157635468
