model_mode,fold,species_id,species,n_val_samples,n_val_pairs,species_micro_auc,species_macro_antibiotic_auc,n_antibiotics_with_auc,mean_pairs_per_antibiotic_with_auc
implicit_species_hypernetwork_no_enrichment,3,9,Klebsiella_Oxytoca,256,4222,0.9336374853237236,0.727908804528372,23,150.56521739130434
implicit_species_hypernetwork_no_enrichment,3,10,Klebsiella_Pneumoniae,3850,68131,0.8723910340429444,0.7517566724753797,31,2175.8064516129034
implicit_species_hypernetwork_no_enrichment,3,11,Klebsiella_Variicola,135,2144,0.9338322096268307,0.7151762511828194,13,93.46153846153847
implicit_species_hypernetwork_no_enrichment,3,12,Morganella_Morganii,156,2560,0.9262941063972205,0.6765023785244849,22,87.31818181818181
implicit_species_hypernetwork_no_enrichment,3,13,Proteus_Mirabilis,457,8258,0.9169219195364975,0.7501928649427675,27,271.8888888888889
implicit_species_hypernetwork_no_enrichment,3,14,Proteus_Vulgaris,83,1240,0.9604554678885701,0.454357907073386,13,61.92307692307692
implicit_species_hypernetwork_no_enrichment,3,15,Pseudomonas_Aeruginosa,1081,13062,0.9543623221980437,0.7922861545857269,15,674.9333333333333
implicit_species_hypernetwork_no_enrichment,3,16,Serratia_Marcescens,257,4001,0.9736686599630133,0.6112572360130297,19,146.21052631578948
implicit_species_hypernetwork_no_enrichment,3,17,Staphylococcus_Aureus,1453,28324,0.9345508121059942,0.7446484101229565,33,714.939393939394
implicit_species_hypernetwork_no_enrichment,3,18,Staphylococcus_Capitis,82,1753,0.9430668898653833,0.8358358856522936,22,64.95454545454545
implicit_species_hypernetwork_no_enrichment,3,19,Staphylococcus_Epidermidis,1142,23131,0.9280275320300314,0.7979562496530624,34,643.3235294117648
implicit_species_hypernetwork_no_enrichment,3,20,Staphylococcus_Haemolyticus,66,1369,0.960982046540299,0.8729782601390902,24,46.0
implicit_species_hypernetwork_no_enrichment,3,21,Staphylococcus_Hominis,160,3276,0.8632476559654096,0.7455529543591163,22,112.77272727272727
implicit_species_hypernetwork_no_enrichment,3,22,Staphylococcus_Lugdunensis,96,1942,0.879568390494432,0.7501419393150025,19,62.10526315789474
implicit_species_hypernetwork_no_enrichment,3,23,Stenotrophomonas_Maltophilia,143,898,0.9819171955565209,0.6222258497765104,7,50.714285714285715
implicit_species_hypernetwork_no_enrichment,3,24,Streptococcus_Pneumoniae,75,779,0.8350954130615148,0.7731723821198334,22,28.227272727272727
implicit_species_hypernetwork_no_enrichment,4,0,Campylobacter_Jejuni,96,219,0.9494949494949496,0.9365740740740741,3,67.0
implicit_species_hypernetwork_no_enrichment,4,1,Candida_Albicans,66,501,0.793859649122807,0.7057123844599367,8,62.625
implicit_species_hypernetwork_no_enrichment,4,2,Citrobacter_Freundii,132,2104,0.9065883310871519,0.6296342673072829,20,77.25
implicit_species_hypernetwork_no_enrichment,4,3,Citrobacter_Koseri,174,2764,0.9651479275144599,0.5860623095747687,17,87.76470588235294
implicit_species_hypernetwork_no_enrichment,4,4,Enterobacter_Cloacae,324,4832,0.9139471913374206,0.7117495516063679,23,182.2608695652174
implicit_species_hypernetwork_no_enrichment,4,5,Enterococcus_Faecalis,935,14775,0.9876022382547262,0.6551386711138538,22,520.9090909090909
implicit_species_hypernetwork_no_enrichment,4,6,Enterococcus_Faecium,439,4796,0.9738770071846841,0.7962716505743676,22,185.72727272727272
implicit_species_hypernetwork_no_enrichment,4,7,Escherichia_Coli,1523,24120,0.8528829866290879,0.7060729283958432,30,796.9
implicit_species_hypernetwork_no_enrichment,4,8,Haemophilus_Influenzae,151,470,0.8324747474747475,0.6958045358948214,12,33.5
implicit_species_hypernetwork_no_enrichment,4,9,Klebsiella_Oxytoca,251,4109,0.951095567886457,0.7855580874992291,22,142.6818181818182
implicit_species_hypernetwork_no_enrichment,4,10,Klebsiella_Pneumoniae,3914,69309,0.873656698260521,0.7014729089795881,36,1923.111111111111
implicit_species_hypernetwork_no_enrichment,4,11,Klebsiella_Variicola,130,2062,0.9239470041526597,0.8231486886919325,15,93.86666666666666
implicit_species_hypernetwork_no_enrichment,4,12,Morganella_Morganii,174,2803,0.9283963158607613,0.6092711144036724,23,91.8695652173913
implicit_species_hypernetwork_no_enrichment,4,13,Proteus_Mirabilis,495,8843,0.9259196674151995,0.7428097498042276,27,292.0
implicit_species_hypernetwork_no_enrichment,4,14,Proteus_Vulgaris,63,923,0.9892029539088362,0.8528604099209534,9,47.111111111111114
implicit_species_hypernetwork_no_enrichment,4,15,Pseudomonas_Aeruginosa,1057,12536,0.9491904601974477,0.6965311478928787,20,539.85
implicit_species_hypernetwork_no_enrichment,4,16,Serratia_Marcescens,263,4114,0.9684802362386493,0.6996233872555211,19,149.3684210526316
implicit_species_hypernetwork_no_enrichment,4,17,Staphylococcus_Aureus,1433,27930,0.9274923966658938,0.7690677716258374,32,714.625
implicit_species_hypernetwork_no_enrichment,4,18,Staphylococcus_Capitis,80,1590,0.9399603091463558,0.7895304858544797,24,51.125
implicit_species_hypernetwork_no_enrichment,4,19,Staphylococcus_Epidermidis,1155,23351,0.93064156284,0.8210990880026061,34,618.4117647058823
implicit_species_hypernetwork_no_enrichment,4,20,Staphylococcus_Haemolyticus,64,1371,0.9126542947135439,0.8344369584429113,24,47.125
implicit_species_hypernetwork_no_enrichment,4,21,Staphylococcus_Hominis,125,2611,0.8314337952974732,0.6958465467535734,22,89.72727272727273
implicit_species_hypernetwork_no_enrichment,4,22,Staphylococcus_Lugdunensis,100,2090,0.9237661588970423,0.7011333265035292,20,69.25
implicit_species_hypernetwork_no_enrichment,4,23,Stenotrophomonas_Maltophilia,130,839,0.9775626292806251,0.7941242269045473,6,55.0
implicit_species_hypernetwork_no_enrichment,4,24,Streptococcus_Pneumoniae,92,979,0.8557095016087728,0.7666433140532342,23,35.91304347826087
