model_mode,species,antibiotic,mean_species_antibiotic_auc,std_species_antibiotic_auc,mean_n_val_pairs,mean_n_susceptible,mean_n_resistant,n_folds,n_folds_with_valid_auc
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Gentamicin,,,0.6,1.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Imipenem,,,0.2,1.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Itraconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Levofloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Linezolid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Meropenem,,,0.6,1.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Micafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Minocycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Moxifloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Mupirocin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Nitrofurantoin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Norfloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Oxacillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Penicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Piperacillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Piperacillin-Tazobactam,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Polymyxin B,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Posaconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Pristinamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Rifampicin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Teicoplanin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Tetracycline,0.8252121212121212,0.17125936596749566,12.0,6.0,6.0,5,5
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Ticarcillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Tigecycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Tobramycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Vancomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Campylobacter_Jejuni,Voriconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,5-Fluorocytosine,0.6208115214110546,0.1260829779047205,60.75,59.75,1.0,4,4
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Amikacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Amoxicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Amoxicillin-Clavulanic acid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Ampicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Anidulafungin,0.6026595967093218,0.1064488529569609,60.8,45.8,15.0,5,5
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Azithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Aztreonam,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Benzylpenicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Caspofungin,0.9570489522650204,0.030603208957824615,63.0,59.6,3.4,5,5
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Cefazolin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Cefepime,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Candida_Albicans,Cefixime,,,0.0,,,5,0
