model_mode,species,antibiotic,mean_species_antibiotic_auc,std_species_antibiotic_auc,mean_n_val_pairs,mean_n_susceptible,mean_n_resistant,n_folds,n_folds_with_valid_auc
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Moxifloxacin,0.0,,1.6,1.75,0.25,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Mupirocin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Nitrofurantoin,0.6754609329531569,0.015794142027592013,2316.8,1743.2,573.6,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Norfloxacin,0.7398041984706907,0.014333469525955163,2716.0,1949.6,766.4,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Oxacillin,,,0.2,1.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Penicillin,0.3333333333333333,,1.4,0.3333333333333333,2.0,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Piperacillin,0.576901951203385,0.045368020252598736,2946.4,29.4,2917.0,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Piperacillin-Tazobactam,0.7885598505495478,0.02467718630093305,618.8,523.8,95.0,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Polymyxin B,,,73.2,73.2,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Posaconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Pristinamycin,,,1.4,2.3333333333333335,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Rifampicin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Teicoplanin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Tetracycline,0.6666666666666666,0.4714045207910317,1.4,1.0,1.3333333333333333,5,2
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Ticarcillin,0.9392857142857143,,570.0,0.2,569.8,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Tigecycline,0.7746320222835997,0.0739130323793421,479.0,458.8,20.2,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Tobramycin,0.7996634783127813,0.0178182539879389,3740.8,3094.8,646.0,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Vancomycin,,,1.4,2.3333333333333335,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Pneumoniae,Voriconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Amikacin,0.8516621185809972,0.0876910642309986,132.4,131.8,0.6,5,2
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Amoxicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Amoxicillin-Clavulanic acid,0.7192571822490047,0.17480408356602029,119.2,113.8,5.4,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ampicillin,,,21.0,0.0,21.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Anidulafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Azithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Aztreonam,0.8571428571428572,,12.4,12.2,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Benzylpenicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Caspofungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefazolin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefepime,0.7946411126406939,0.3094365992173468,132.8,131.0,1.8,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefixime,1.0,,12.4,12.2,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefotaxime,0.8571428571428572,,12.4,12.2,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefoxitin,1.0,,8.8,8.6,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefpodoxime,0.7232019888050744,0.2004614889840769,70.8,69.4,1.4,5,4
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ceftazidime,0.825507303338539,0.27759696360540914,132.8,130.6,2.2,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ceftobiprole,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ceftriaxone,0.8326924030711652,0.30691517830588516,120.4,118.2,2.2,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cefuroxime,0.7337301587301587,0.19593768829883945,21.0,16.8,4.2,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Chloramphenicol,1.0,,3.4,3.2,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ciprofloxacin,0.8323160586984713,0.12161817666316439,132.8,127.4,5.4,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Clarithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Clindamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Colistin,0.6333333333333333,,124.2,124.0,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cotrimoxazol,,,8.6,8.6,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Cotrimoxazole,0.7157098004651141,0.19500089448146468,111.8,106.8,5.0,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Daptomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Doxycycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ertapenem,0.937984496124031,,132.8,132.6,0.2,5,1
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Erythromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Fluconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Fosfomycin,0.5356474407944996,0.09405460740060888,18.0,12.2,5.8,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Fusidic acid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Gentamicin,,,21.0,21.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Imipenem,,,132.8,132.8,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Itraconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Levofloxacin,0.8333620020455195,0.10995799548246167,124.2,119.6,4.6,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Linezolid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Meropenem,,,132.4,132.4,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Micafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Minocycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Moxifloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Mupirocin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Nitrofurantoin,0.5858585858585857,0.45990110859928124,9.2,0.6,8.6,5,3
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Norfloxacin,0.7995564348866409,0.1378068707354091,89.0,84.6,4.4,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Oxacillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Penicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Piperacillin,,,2.6,0.0,3.25,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Piperacillin-Tazobactam,0.6791452538323653,0.36215905929416575,118.4,116.2,2.2,5,5
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Polymyxin B,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Posaconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Pristinamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Rifampicin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Teicoplanin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Tetracycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Ticarcillin,,,12.4,0.0,12.4,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Tigecycline,,,11.0,11.0,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Tobramycin,0.8675373134328358,0.07123836974640592,124.2,123.6,0.6,5,2
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Vancomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Klebsiella_Variicola,Voriconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Amikacin,0.5774050344891072,0.16129304212253134,153.2,148.6,4.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Amoxicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Amoxicillin-Clavulanic acid,,,94.6,0.0,94.6,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,0.2,0.0,1.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ampicillin,,,92.8,0.0,92.8,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Anidulafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Azithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Aztreonam,0.6262283087283087,0.08490469837123778,67.8,51.2,16.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Benzylpenicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Caspofungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefazolin,,,0.2,0.0,1.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefepime,0.7259167407853714,0.20149609770083207,154.4,153.0,1.4,5,4
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefixime,0.5479493720129643,0.10818636544081874,50.6,33.8,16.8,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefotaxime,0.6046503664890903,0.08182385374272136,52.2,35.6,16.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefoxitin,0.5111111111111112,0.3168128317640723,6.6,0.8,5.8,5,3
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefpodoxime,0.7326086956521739,0.23672705283201811,24.4,0.4,24.0,5,2
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ceftazidime,0.6376869811286026,0.05658825854356644,161.8,128.4,33.4,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ceftobiprole,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ceftriaxone,0.5752114301646498,0.11366582341837085,94.2,83.0,11.2,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cefuroxime,0.5481481481481482,0.11523221619336331,26.6,0.4,26.2,5,2
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Chloramphenicol,0.6031000578368999,0.11073294585636634,27.0,20.4,6.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ciprofloxacin,0.7404646748751821,0.03979741726307289,162.4,134.2,28.2,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Clarithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Clindamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Colistin,,,137.0,0.0,137.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cotrimoxazol,0.6611111111111111,0.3074687578227047,6.2,5.4,0.8,5,3
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Cotrimoxazole,0.6287061537192623,0.10134096918044717,88.2,78.8,9.4,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Daptomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Doxycycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ertapenem,0.2001117264160109,0.2636279289617581,144.0,143.4,0.6,5,2
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Erythromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Fluconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Fosfomycin,0.5464733561326681,0.11899257046048861,82.4,10.2,72.2,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Fusidic acid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Gentamicin,0.6667092365049203,0.1470576275346368,92.8,85.4,7.4,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Imipenem,0.8498839725464377,0.06707584549817398,143.0,35.4,107.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Itraconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Levofloxacin,0.7411814973103017,0.032012010430883815,136.8,111.4,25.4,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Linezolid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Meropenem,,,139.6,139.6,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Micafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Minocycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Moxifloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Mupirocin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Nitrofurantoin,0.9389438707209793,0.02571197847366202,83.4,1.2,82.2,5,3
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Norfloxacin,0.7369690732613587,0.09917667428806186,78.8,61.2,17.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Oxacillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Penicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Piperacillin,0.6167628832619345,0.07880896055976083,52.4,34.8,17.6,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Piperacillin-Tazobactam,0.47439436609099167,0.28836949212656227,85.4,83.6,1.8,5,4
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Polymyxin B,,,18.6,0.0,18.6,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Posaconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Pristinamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Rifampicin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Strepomycin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Teicoplanin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Tetracycline,,,0.2,0.0,1.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Ticarcillin,0.6743702656055464,0.08938089764241633,68.0,42.8,25.2,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Tigecycline,,,4.6,4.6,0.0,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Tobramycin,0.5952681770333642,0.09494786775542598,137.0,126.8,10.2,5,5
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Vancomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Morganella_Morganii,Voriconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,5-Fluorocytosine,,,0.0,,,4,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Amikacin,0.5934303943891124,0.05946428371662156,447.4,434.6,12.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Amoxicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Amoxicillin-Clavulanic acid,0.605153627494547,0.04701090862702518,243.6,224.8,18.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Amoxicillin-Clavulanic acid_uncomplicated_HWI,,,1.8,0.0,1.8,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ampicillin,0.6325702358860903,0.023375306755899942,291.2,166.2,125.0,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Anidulafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Azithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Aztreonam,0.7457672101468018,0.085421675195827,230.2,212.2,18.0,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Benzylpenicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Caspofungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefazolin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefepime,0.7589104262382097,0.03371712758337578,450.0,428.2,21.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefixime,0.7445691981253895,0.0874597394816465,229.8,212.6,17.2,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefotaxime,0.7557169297939048,0.09895985478133922,230.2,212.6,17.6,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefoxitin,0.8141441891441892,0.2357300124105569,19.2,18.0,1.2,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefpodoxime,0.706663513741569,0.15120699461660517,94.0,89.4,4.6,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ceftazidime,0.8112571116104139,0.03844144409858414,472.6,450.4,22.2,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ceftazidime-Avibactam,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ceftobiprole,,,0.0,,,1,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ceftolozane-Tazobactam,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ceftriaxone,0.7492575061939362,0.0746346138609241,244.0,233.4,10.6,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cefuroxime,0.8958274089395587,0.018205123784227124,289.8,203.0,86.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Chloramphenicol,0.6249136049136049,0.08615905415271108,59.6,33.6,26.0,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ciprofloxacin,0.7595072018269224,0.019911461188521055,473.4,358.4,115.0,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Clarithromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Clindamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Colistin,,,412.4,0.0,412.4,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cotrimoxazol,0.6945394112060779,0.20771325634360954,17.0,11.2,5.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Cotrimoxazole,0.603779298141898,0.0426150907833961,227.0,157.8,69.2,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Daptomycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Doxycycline,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Ertapenem,0.8564353808479936,0.1277818379271739,430.4,429.2,1.2,5,4
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Erythromycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Fluconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Fosfomycin,0.651146497948522,0.021773032396262618,273.6,180.0,93.6,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Fusidic acid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Gentamicin,0.5998225433575801,0.04518490288222494,290.4,243.6,46.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Gentamicin_high_level,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Imipenem,0.8686162622320452,0.04463494568113332,411.6,79.2,332.4,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Itraconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Levofloxacin,0.763902166390135,0.020935436174286535,411.4,307.2,104.2,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Linezolid,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Meropenem,0.832075917948411,0.1231490903784597,430.6,428.6,2.0,5,4
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Meropenem_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Meropenem_without_meningitis,,,0.0,,,3,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Micafungin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Minocycline,0.0,,0.4,1.0,1.0,5,1
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Moxifloxacin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Mupirocin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Nitrofurantoin,0.9502659245516388,0.022232101889625235,274.0,0.4,273.6,5,2
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Norfloxacin,0.7575026618045962,0.030572177834594025,300.6,218.0,82.6,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Oxacillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Penicillin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Penicillin_with_meningitis,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Penicillin_with_other_infections,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Penicillin_with_pneumonia,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Piperacillin,0.6345971211240491,0.005862747600798973,229.6,135.8,93.8,5,5
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Piperacillin-Tazobactam,0.9078347978853325,0.10227040670350009,220.2,218.6,1.6,5,4
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Polymyxin B,,,44.0,0.0,44.0,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Posaconazole,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Pristinamycin,,,0.0,,,5,0
implicit_species_hypernetwork_no_enrichment,Proteus_Mirabilis,Rifampicin,,,0.0,,,5,0
