model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,antibiotic_auc
species_multihead_no_enrichment,4,44,Meropenem_with_meningitis,22,0.6666666666666666
species_multihead_no_enrichment,4,45,Meropenem_without_meningitis,9,1.0
species_multihead_no_enrichment,4,46,Micafungin,65,0.7937853107344632
species_multihead_no_enrichment,4,47,Minocycline,2024,0.8734772715963938
species_multihead_no_enrichment,4,48,Moxifloxacin,195,0.9933612858141161
species_multihead_no_enrichment,4,49,Mupirocin,1632,0.962988136431043
species_multihead_no_enrichment,4,50,Nitrofurantoin,4312,0.8786093565533414
species_multihead_no_enrichment,4,51,Norfloxacin,5059,0.8657255221266116
species_multihead_no_enrichment,4,52,Oxacillin,3056,0.912571776448306
species_multihead_no_enrichment,4,53,Penicillin,3443,0.9498553080889556
species_multihead_no_enrichment,4,54,Penicillin_with_meningitis,43,0.7159090909090908
species_multihead_no_enrichment,4,55,Penicillin_with_other_infections,44,0.6984126984126984
species_multihead_no_enrichment,4,56,Penicillin_with_pneumonia,44,0.7282051282051282
species_multihead_no_enrichment,4,57,Piperacillin,3823,0.9231950938126178
species_multihead_no_enrichment,4,58,Piperacillin-Tazobactam,5791,0.8662748173266916
species_multihead_no_enrichment,4,59,Polymyxin B,551,1.0
species_multihead_no_enrichment,4,60,Posaconazole,59,0.5909090909090909
species_multihead_no_enrichment,4,61,Pristinamycin,1401,0.9637567430987235
species_multihead_no_enrichment,4,62,Rifampicin,2248,0.8704397484612136
species_multihead_no_enrichment,4,63,Strepomycin_high_level,16,0.4666666666666667
species_multihead_no_enrichment,4,64,Teicoplanin,2829,0.9354554118798619
species_multihead_no_enrichment,4,65,Tetracycline,3312,0.9107901832463264
species_multihead_no_enrichment,4,66,Ticarcillin,1704,0.9273538721249208
species_multihead_no_enrichment,4,67,Tigecycline,3560,0.9968285788533031
species_multihead_no_enrichment,4,68,Tobramycin,9117,0.8864516976775679
species_multihead_no_enrichment,4,69,Vancomycin,4129,0.9689227194913181
species_multihead_no_enrichment,4,70,Voriconazole,65,0.46031746031746035
implicit_species_hypernetwork_no_enrichment,0,0,5-Fluorocytosine,49,0.5208333333333333
implicit_species_hypernetwork_no_enrichment,0,1,Amikacin,8846,0.8709468055893246
implicit_species_hypernetwork_no_enrichment,0,2,Amoxicillin,34,0.8175438596491228
